Iteration	CPUTime	PhysTime	Travels	CourFact
221	1303	0	2.58527299	0
222	1309	0	2.59697105	0
223	1315	0	2.60866912	0
224	1320	0	2.62036719	0
225	1326	0	2.63206526	0
226	1332	0	2.64376332	0
227	1337	0	2.65546139	0
228	1343	0	2.66715946	0
229	1348	0	2.67885753	0
230	1354	0	2.6905556	0
231	1360	0	2.70225366	0
232	1366	0	2.71395173	0
233	1371	0	2.7256498	0
234	1377	0	2.73734787	0
235	1382	0	2.74904593	0
236	1388	0	2.760744	0
237	1394	0	2.77244207	0
238	1399	0	2.78414014	0
239	1405	0	2.79583821	0
240	1410	0	2.80753627	0
241	1416	0	2.81923434	0
242	1422	0	2.83093241	0
243	1427	0	2.84263048	0
244	1433	0	2.85432855	0
245	1439	0	2.86602661	0
246	1444	0	2.87772468	0
247	1450	0	2.88942275	0
248	1456	0	2.90112082	0
249	1461	0	2.91281888	0
250	1467	0	2.92451695	0
251	1472	0	2.93621502	0
252	1478	0	2.94791309	0
253	1484	0	2.95961116	0
254	1489	0	2.97130922	0
255	1495	0	2.98300729	0
256	1500	0	2.99470536	0
257	1506	0	3.00640343	0
258	1512	0	3.01810149	0
259	1518	0	3.02979956	0
260	1523	0	3.04149763	0
261	1529	0	3.0531957	0
262	1534	0	3.06489377	0
263	1540	0	3.07659183	0
264	1546	0	3.0882899	0
265	1551	0	3.09998797	0
266	1557	0	3.11168604	0
267	1563	0	3.1233841	0
268	1568	0	3.13508217	0
269	1574	0	3.14678024	0
270	1580	0	3.15847831	0
271	1585	0	3.17017638	0
272	1591	0	3.18187444	0
273	1597	0	3.19357251	0
274	1602	0	3.20527058	0
275	1608	0	3.21696865	0
276	1614	0	3.22866671	0
277	1620	0	3.24036478	0
278	1625	0	3.25206285	0
279	1631	0	3.26376092	0
280	1636	0	3.27545899	0
281	1643	0	3.28715705	0
282	1649	0	3.29885512	0
283	1655	0	3.31055319	0
284	1660	0	3.32225126	0
285	1666	0	3.33394933	0
286	1672	0	3.34564739	0
287	1677	0	3.35734546	0
288	1683	0	3.36904353	0
289	1689	0	3.3807416	0
290	1694	0	3.39243966	0
291	1700	0	3.40413773	0
292	1706	0	3.4158358	0
293	1711	0	3.42753387	0
294	1717	0	3.43923194	0
295	1723	0	3.45093	0
296	1729	0	3.46262807	0
297	1734	0	3.47432614	0
298	1740	0	3.48602421	0
299	1746	0	3.49772227	0
300	1751	0	3.50942034	0
301	1758	0	3.52111841	0
302	1764	0	3.53281648	0
303	1770	0	3.54451455	0
304	1775	0	3.55621261	0
305	1781	0	3.56791068	0
306	1787	0	3.57960875	0
307	1793	0	3.59130682	0
308	1798	0	3.60300488	0
309	1804	0	3.61470295	0
310	1810	0	3.62640102	0
311	1815	0	3.63809909	0
312	1821	0	3.64979716	0
313	1827	0	3.66149522	0
314	1832	0	3.67319329	0
315	1838	0	3.68489136	0
316	1844	0	3.69658943	0
317	1849	0	3.7082875	0
318	1855	0	3.71998556	0
319	1861	0	3.73168363	0
320	1866	0	3.7433817	0
321	1872	0	3.75507977	0
322	1878	0	3.76677783	0
323	1883	0	3.7784759	0
324	1889	0	3.79017397	0
325	1895	0	3.80187204	0
326	1901	0	3.81357011	0
327	1906	0	3.82526817	0
328	1912	0	3.83696624	0
329	1918	0	3.84866431	0
330	1923	0	3.86036238	0
331	1929	0	3.87206044	0
332	1935	0	3.88375851	0
333	1940	0	3.89545658	0
334	1946	0	3.90715465	0
335	1952	0	3.91885272	0
336	1958	0	3.93055078	0
337	1963	0	3.94224885	0
338	1969	0	3.95394692	0
339	1975	0	3.96564499	0
340	1981	0	3.97734305	0
341	1986	0	3.98904112	0
342	1992	0	4.00073919	0
