Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	21	0	0.0116980678	0	0	0	0	0	0	0	0	0	0	3
2	28	0	0.0233961356	0	0	0	0	0	0	0	0	0	0	3
3	40	0	0.0350942034	0	0	0	0	0	0	0	0	0	0	3
4	52	0	0.0467922712	0	0	0	0	0	0	0	0	0	0	3
5	63	0	0.058490339	0	0	0	0	0	0	0	0	0	0	3
6	69	0	0.0701884068	0	0	0	0	0	0	0	0	0	0	3
7	75	0	0.0818864747	0	0	0	0	0	0	0	0	0	0	3
8	80	0	0.0935845425	0	0	0	0	0	0	0	0	0	0	3
9	86	0	0.10528261	0	0	0	0	0	0	0	0	0	0	3
10	92	0	0.116980678	0	0	0	0	0	0	0	0	0	0	3
11	98	0	0.128678746	0	0	0	0	0	0	0	0	0	0	3
12	104	0	0.140376814	0	0	0	0	0	0	0	0	0	0	3
13	110	0	0.152074882	0	0	0	0	0	0	0	0	0	0	3
14	115	0	0.163772949	0	0	0	0	0	0	0	0	0	0	3
15	121	0	0.175471017	0	0	0	0	0	0	0	0	0	0	3
16	127	0	0.187169085	0	0	0	0	0	0	0	0	0	0	3
17	132	0	0.198867153	0	0	0	0	0	0	0	0	0	0	3
18	138	0	0.210565221	0	0	0	0	0	0	0	0	0	0	3
19	144	0	0.222263288	0	0	0	0	0	0	0	0	0	0	3
20	149	0	0.233961356	0	0	0	0	0	0	0	0	0	0	3
21	155	0	0.245659424	0	0	0	0	0	0	0	0	0	0	3
22	160	0	0.257357492	0	0	0	0	0	0	0	0	0	0	3
23	166	0	0.26905556	0	0	0	0	0	0	0	0	0	0	3
24	172	0	0.280753627	0	0	0	0	0	0	0	0	0	0	3
25	177	0	0.292451695	0	0	0	0	0	0	0	0	0	0	3
26	183	0	0.304149763	0	0	0	0	0	0	0	0	0	0	3
27	188	0	0.315847831	0	0	0	0	0	0	0	0	0	0	3
28	194	0	0.327545899	0	0	0	0	0	0	0	0	0	0	3
29	200	0	0.339243966	0	0	0	0	0	0	0	0	0	0	3
30	205	0	0.350942034	0	0	0	0	0	0	0	0	0	0	3
31	211	0	0.362640102	0	0	0	0	0	0	0	0	0	0	3
32	217	0	0.37433817	0	0	0	0	0	0	0	0	0	0	3
33	222	0	0.386036238	0	0	0	0	0	0	0	0	0	0	3
34	228	0	0.397734305	0	0	0	0	0	0	0	0	0	0	3
35	234	0	0.409432373	0	0	0	0	0	0	0	0	0	0	3
36	240	0	0.421130441	0	0	0	0	0	0	0	0	0	0	3
37	245	0	0.432828509	0	0	0	0	0	0	0	0	0	0	3
38	251	0	0.444526577	0	0	0	0	0	0	0	0	0	0	3
39	257	0	0.456224645	0	0	0	0	0	0	0	0	0	0	3
40	262	0	0.467922712	0	0	0	0	0	0	0	0	0	0	3
41	268	0	0.47962078	0	0	0	0	0	0	0	0	0	0	3
42	274	0	0.491318848	0	0	0	0	0	0	0	0	0	0	3
43	279	0	0.503016916	0	0	0	0	0	0	0	0	0	0	3
44	285	0	0.514714984	0	0	0	0	0	0	0	0	0	0	3
45	291	0	0.526413051	0	0	0	0	0	0	0	0	0	0	3
46	297	0	0.538111119	0	0	0	0	0	0	0	0	0	0	3
47	303	0	0.549809187	0	0	0	0	0	0	0	0	0	0	3
48	308	0	0.561507255	0	0	0	0	0	0	0	0	0	0	3
49	314	0	0.573205323	0	0	0	0	0	0	0	0	0	0	3
50	320	0	0.58490339	0	0	0	0	0	0	0	0	0	0	3
51	325	0	0.596601458	0	0	0	0	0	0	0	0	0	0	3
52	331	0	0.608299526	0	0	0	0	0	0	0	0	0	0	3
53	337	0	0.619997594	0	0	0	0	0	0	0	0	0	0	3
54	342	0	0.631695662	0	0	0	0	0	0	0	0	0	0	3
55	348	0	0.643393729	0	0	0	0	0	0	0	0	0	0	3
56	354	0	0.655091797	0	0	0	0	0	0	0	0	0	0	3
57	359	0	0.666789865	0	0	0	0	0	0	0	0	0	0	3
58	365	0	0.678487933	0	0	0	0	0	0	0	0	0	0	3
59	371	0	0.690186001	0	0	0	0	0	0	0	0	0	0	3
60	377	0	0.701884068	0	0	0	0	0	0	0	0	0	0	3
61	382	0	0.713582136	0	0	0	0	0	0	0	0	0	0	3
62	388	0	0.725280204	0	0	0	0	0	0	0	0	0	0	3
63	394	0	0.736978272	0	0	0	0	0	0	0	0	0	0	3
64	399	0	0.74867634	0	0	0	0	0	0	0	0	0	0	3
65	405	0	0.760374408	0	0	0	0	0	0	0	0	0	0	3
66	411	0	0.772072475	0	0	0	0	0	0	0	0	0	0	3
67	417	0	0.783770543	0	0	0	0	0	0	0	0	0	0	3
68	423	0	0.795468611	0	0	0	0	0	0	0	0	0	0	3
69	428	0	0.807166679	0	0	0	0	0	0	0	0	0	0	3
70	434	0	0.818864747	0	0	0	0	0	0	0	0	0	0	3
71	440	0	0.830562814	0	0	0	0	0	0	0	0	0	0	3
72	446	0	0.842260882	0	0	0	0	0	0	0	0	0	0	3
73	451	0	0.85395895	0	0	0	0	0	0	0	0	0	0	3
74	457	0	0.865657018	0	0	0	0	0	0	0	0	0	0	3
75	463	0	0.877355086	0	0	0	0	0	0	0	0	0	0	3
76	468	0	0.889053153	0	0	0	0	0	0	0	0	0	0	3
77	474	0	0.900751221	0	0	0	0	0	0	0	0	0	0	3
78	480	0	0.912449289	0	0	0	0	0	0	0	0	0	0	3
79	485	0	0.924147357	0	0	0	0	0	0	0	0	0	0	3
80	491	0	0.935845425	0	0	0	0	0	0	0	0	0	0	3
81	497	0	0.947543492	0	0	0	0	0	0	0	0	0	0	3
82	502	0	0.95924156	0	0	0	0	0	0	0	0	0	0	3
83	508	0	0.970939628	0	0	0	0	0	0	0	0	0	0	3
84	514	0	0.982637696	0	0	0	0	0	0	0	0	0	0	3
85	520	0	0.994335764	0	0	0	0	0	0	0	0	0	0	3
86	525	0	1.00603383	0	0	0	0	0	0.001	0	0	0	0	3
87	531	0	1.0177319	0	0	0	0	0	0.001	0	0	0	0	3
88	537	0	1.02942997	0	0	0	0	0	0.001	0	0	0	0	3
89	542	0	1.04112803	0	0	0	0	0	0.001	0	0	0	0	3
90	548	0	1.0528261	0	0	0	0	0	0.001	0	0	0	0	3
91	554	0	1.06452417	0	0	0	0	0	0.001	0	0	0	0	3
92	559	0	1.07622224	0	0	0	0	0	0.001	0	0	0	0	3
93	565	0	1.08792031	0	0	0	0	0	0.001	0	0	0	0	3
94	570	0	1.09961837	0	0	0	0	0	0.001	0	0	0	0	3
95	576	0	1.11131644	0	0	0	0	0	0.001	0	0	0	0	3
96	582	0	1.12301451	0	0	0	0	0	0.001	0	0	0	0	3
97	587	0	1.13471258	0	0	0	0	0	0.001	0	0	0	0	3
98	593	0	1.14641065	0	0	0	0	0	0.001	0	0	0	0	3
99	599	0	1.15810871	0	0	0	0	0	0.001	0	0	0	0	3
100	604	0	1.16980678	0	0	0	0	0	0.001	0	0	0	0	3
101	612	0	1.18150485	0	0	0	0	0	0.001	0	0	0	0	3
