Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	21	0	0.0116980678	8.03698607	8.03698607	8.03698607	8.03698607	0	0	0	0	0	0	3
2	28	0	0.0233961356	1.41328687	4.72513647	1.41328687	8.03698607	3.3118496	0	0	0	0	0	3
3	40	0	0.0350942034	0.695993491	3.38208881	0.695993491	8.03698607	4.65489726	0	0	0	0	0	3
4	52	0	0.0467922712	0.313017524	2.61482099	0.313017524	8.03698607	5.42216508	0	0	0	0	0	3
5	63	0	0.058490339	0.415952315	2.17504725	0.313017524	8.03698607	5.86193881	0	0	0	0	0	3
6	69	0	0.0701884068	0.321321847	1.86609302	0.313017524	8.03698607	6.17089305	0	0	0	0	0	3
7	75	0	0.0818864747	0.368726569	1.65218353	0.313017524	8.03698607	6.38480254	0	0	0	0	0	3
8	80	0	0.0935845425	0.323844578	1.48614116	0.313017524	8.03698607	6.55084491	0	0	0	0	0	3
9	86	0	0.10528261	0.343949927	1.35923102	0.313017524	8.03698607	6.67775505	0	0	0	0	0	3
10	92	0	0.116980678	0.316160749	1.25492399	0.313017524	8.03698607	6.78206207	0	0	0	0	0	3
11	98	0	0.128678746	0.321115199	1.17003229	0.313017524	8.03698607	6.86695378	0	0	0	0	0	3
12	104	0	0.140376814	0.308607788	1.09824691	0.308607788	8.03698607	6.93873916	0	0	0	0	0	3
13	110	0	0.152074882	0.308037748	1.03746159	0.308037748	8.03698607	6.99952448	0	0	0	0	0	3
14	115	0	0.163772949	0.30205289	0.984932398	0.30205289	8.03698607	7.05205367	0	0	0	0	0	3
15	121	0	0.175471017	0.300539547	0.939306208	0.300539547	8.03698607	7.09767986	0	0	0	0	0	3
16	127	0	0.187169085	0.294507669	0.899006299	0.294507669	8.03698607	7.13797977	0	0	0	0	0	3
17	132	0	0.198867153	0.289230128	0.863137112	0.289230128	8.03698607	7.17384896	0	0	0	0	0	3
18	138	0	0.210565221	0.283751945	0.830949048	0.283751945	8.03698607	7.20603702	0	0	0	0	0	3
19	144	0	0.222263288	0.279414987	0.801920939	0.279414987	8.03698607	7.23506513	0	0	0	0	0	3
20	149	0	0.233961356	0.274096225	0.775529704	0.274096225	8.03698607	7.26145636	0	0	0	0	0	3
21	155	0	0.245659424	0.267361198	0.751331203	0.267361198	8.03698607	7.28565486	0	0	0	0	0	3
