Time(s)	Vehicle Speed(Km/hour)	Motor Current(Amps)	Motor RPM(RPM)	Battery Voltage(Volts)	Battery Current(Amps)	
84.127	33.17	12.81	346	68.16	8.56	
84.248	33.25	12.63	347	68.25	8.5	
84.369	33.15	12.91	346	68.16	8.69	
84.49	33.36	12.59	348	68.25	8.47	
84.611	33.32	12.53	348	68.25	8.44	
84.735	33.34	12.5	348	68.28	8.41	
84.857	33.29	12.44	347	68.28	8.38	
84.978	33.36	12.44	348	68.28	8.41	
85.099	33.38	12.53	348	68.22	8.47	
85.221	33.34	12.44	348	68.28	8.38	
85.342	33.36	12.44	348	68.28	8.38	
85.462	33.42	12.5	349	68.25	8.44	
85.583	33.32	12.44	348	68.28	8.38	
85.704	33.31	12.72	347	68.22	8.56	
85.826	33.42	12.59	349	68.22	8.5	
85.947	33.29	12.72	347	68.16	8.56	
86.068	33.29	12.59	347	68.22	8.47	
86.188	33.32	12.5	348	68.22	8.41	
86.309	33.38	12.56	348	68.19	8.5	
86.43	33.21	12.38	346	68.28	8.31	
86.552	33.23	12.53	347	68.22	8.41	
86.672	33.34	12.5	348	68.22	8.44	
86.794	33.25	12.72	347	68.16	8.56	
86.915	33.31	12.5	347	68.22	8.41	
87.036	33.36	12.53	348	68.19	8.47	
87.157	33.36	12.5	348	68.22	8.41	
87.277	33.32	12.53	348	68.22	8.47	
87.398	33.42	12.53	349	68.19	8.47	
87.52	33.55	12.53	350	68.16	8.53	
87.641	33.42	12.5	349	68.19	8.44	
87.764	33.52	12.5	350	68.19	8.47	
87.885	33.61	12.53	351	68.16	8.53	
88.006	33.48	12.47	349	68.16	8.47	
88.128	33.38	12.47	348	68.22	8.38	
88.249	33.34	12.53	348	68.16	8.41	
88.37	33.38	12.53	348	68.16	8.47	
88.491	33.21	12.44	346	68.22	8.34	
88.613	33.36	12.5	348	68.19	8.41	
88.741	33.32	12.5	348	68.19	8.41	
88.862	33.31	12.44	347	68.19	8.38	
88.983	33.27	12.44	347	68.22	8.38	
89.105	33.52	12.34	350	68.22	8.38	
89.227	33.48	12.56	349	68.13	8.53	
89.348	33.32	12.41	348	68.22	8.38	
89.469	33.46	12.78	349	68.09	8.69	
89.59	33.38	12.5	348	68.16	8.41	
89.714	33.46	12.69	349	68.06	8.66	
89.836	33.44	12.5	349	68.16	8.47	
89.956	33.46	12.53	349	68.13	8.5	
90.077	33.48	12.44	349	68.16	8.41	
90.198	33.34	12.38	348	68.19	8.38	
90.319	33.48	12.5	349	68.16	8.47	
90.44	33.59	12.5	350	68.13	8.53	
90.561	33.48	12.53	349	68.13	8.5	
90.689	33.48	12.44	349	68.16	8.41	
90.809	33.57	12.5	350	68.13	8.47	
90.93	33.55	12.5	350	68.13	8.53	
91.051	33.5	12.44	349	68.16	8.47	
91.172	33.55	12.53	350	68.09	8.53	
91.293	33.54	12.53	350	68.09	8.53	
91.414	33.46	12.44	349	68.13	8.41	
91.535	33.57	12.66	350	68.06	8.56	
91.661	33.57	12.31	350	68.16	8.38	
91.782	33.59	12.38	350	68.13	8.44	
91.902	33.34	12.44	348	68.16	8.38	
92.022	33.61	12.53	351	68.06	8.53	
92.144	33.5	12.53	349	68.09	8.53	
92.265	33.52	12.5	350	68.09	8.5	
92.384	33.5	12.53	349	68.09	8.47	
92.505	33.54	12.53	350	68.06	8.53	
92.626	33.5	12.44	349	68.09	8.44	
92.746	33.42	12.5	349	68.13	8.44	
92.867	33.59	12.5	350	68.09	8.47	
92.987	33.52	12.5	350	68.06	8.47	
93.108	33.46	12.41	349	68.13	8.41	
93.229	33.52	12.56	350	68.06	8.53	
93.35	33.57	12.5	350	68.06	8.5	
93.472	33.48	12.5	349	68.06	8.5	
93.594	33.52	12.5	350	68.09	8.47	
93.717	33.54	12.53	350	68.06	8.53	
93.838	33.55	12.44	350	68.09	8.47	
93.958	33.4	12.44	348	68.09	8.41	
94.079	33.55	12.56	350	68.03	8.56	
94.199	33.57	12.56	350	68	8.56	
94.32	33.52	12.47	350	68.06	8.47	
94.441	33.46	12.47	349	68.06	8.44	
94.561	33.55	12.47	350	68.06	8.47	
94.683	33.46	12.34	349	68.13	8.34	
94.796	33.48	12.31	349	68.13	8.31	
94.917	33.46	5.66	349	69.97	3.63	
95.038	33.29	0	347	71.06	0	
95.158	33	0.03	344	71.09	-0.09	
95.278	33.12	0	345	71.16	0	
95.399	32.87	0	343	71.16	0	
95.52	32.85	0	343	71.19	0	
95.641	32.71	0	341	71.19	0	
95.761	32.68	0.03	341	71.22	-0.09	
95.888	32.45	0	338	71.25	0	
96.002	32.35	0.03	337	71.25	0	
96.123	32.37	0	338	71.25	0	
96.243	32.14	0.03	335	71.25	-0.09	
96.365	32.08	0	335	71.31	0	
96.484	31.96	0.03	333	71.31	-0.09	
96.605	31.85	0.03	332	71.31	-0.09	
96.727	31.73	0	331	71.34	0	
96.847	31.71	0.03	331	71.34	0	
96.966	31.58	0	329	71.34	0	
97.087	31.41	0.03	328	71.38	0	
97.209	31.43	0.03	328	71.38	-0.09	
97.33	31.2	0	325	71.38	0	
97.451	31.14	0	325	71.38	0	
97.571	31.1	0	324	71.41	0	
97.692	30.93	0	323	71.44	0	
97.813	30.91	0	322	71.44	0	
97.934	30.89	0	322	71.44	0	
98.055	30.7	0	320	71.44	0	
98.178	30.64	0	320	71.47	0	
98.299	30.57	0	319	71.47	0	
98.42	30.3	0	316	71.47	0	
98.541	30.39	0	317	71.47	0	
98.662	30.22	0.03	315	71.5	-0.09	
98.782	30.05	0	313	71.5	0	
98.902	30.11	0.03	314	71.5	-0.09	
99.024	29.76	0	310	71.5	0	
99.147	29.76	0.03	310	71.5	-0.09	
99.268	29.57	0.03	308	71.5	-0.09	
99.389	29.4	0.03	307	71.53	-0.09	
99.51	29.47	0	307	71.53	0	
99.631	29.26	0	305	71.53	0	
99.752	29.15	0.03	304	71.53	-0.09	
99.873	29.11	0	304	71.53	0	
99.994	28.88	0	301	71.56	0	
100.116	28.86	0	301	71.56	0	
100.236	28.77	0	300	71.59	0	
100.357	28.59	0	298	71.59	0	
100.477	28.65	0	299	71.59	0	
100.598	28.4	0	296	71.59	0	
100.72	28.46	0	297	71.59	0	
100.841	28.38	0.03	296	71.59	0	
100.962	28.15	0	294	71.59	0	
101.088	28.21	0	294	71.63	0	
101.204	27.96	0	292	71.63	0	
101.315	27.94	0	291	71.63	0	
101.437	27.77	0.03	290	71.63	0	
101.558	27.65	0	288	71.63	0	
101.678	27.58	0	288	71.63	0	
101.798	27.37	0.03	285	71.66	0	
101.919	27.42	0	286	71.63	0	
102.04	27.21	0	284	71.66	0	
102.161	27.16	0	283	71.66	0	
102.282	27.14	0	283	71.66	0	
102.402	26.87	0	280	71.66	0	
102.523	26.95	0	281	71.66	0	
102.644	26.71	0	279	71.66	0	
102.764	26.71	0	279	71.66	0	
102.885	26.52	0.03	277	71.69	-0.09	
103.007	26.5	0	276	71.69	0	
103.127	26.5	0	276	71.69	0	
103.249	26.27	0	274	71.72	0	
103.371	26.43	0	276	71.72	0	
103.491	26.02	0	271	71.72	0	
103.611	26.08	0	272	71.72	0	
103.734	25.87	0	270	71.72	0	
103.854	25.79	0	269	71.72	0	
103.975	25.56	0.03	267	71.72	0	
104.096	25.47	0	266	71.72	0	
104.215	25.14	0	262	71.72	0	
104.337	24.95	0	260	71.72	0	
104.458	24.66	0	257	71.75	0	
104.578	24.28	0	253	71.72	0	
104.699	24.01	0	250	71.72	0	
104.819	23.53	0	245	71.75	0	
104.94	23.25	0	242	71.75	0	
105.061	22.79	0	238	71.75	0	
105.183	22.38	0	233	71.75	0	
105.303	22.04	0	230	71.75	0	
105.424	21.52	0	224	71.78	0	
105.545	21.18	0	221	71.78	0	
105.666	20.68	0	216	71.78	0	
105.787	20.43	0	213	71.78	0	
105.907	19.83	0	207	71.78	0	
106.028	19.53	0	203	71.78	0	
106.149	19.05	0	199	71.78	0	
106.27	18.53	0	193	71.78	0	
106.391	18.2	0	190	71.78	0	
106.511	17.77	0	185	71.78	0	
106.634	17.25	0	180	71.81	0	
106.755	16.92	0	176	71.81	0	
106.876	16.21	0	169	71.81	0	
106.99	15.91	0	166	71.81	0	
107.11	15.43	0	161	71.81	0	
107.231	14.73	0	153	71.81	0	
107.352	14.2	0	148	71.81	0	
107.472	13.76	0	143	71.81	0	
107.594	13.14	0	137	71.81	0	
107.716	12.55	0	131	71.81	0	
107.827	12.04	0	125	71.81	0	
107.948	11.69	0	122	71.81	0	
108.061	11.04	0	115	71.81	0	
108.182	10.73	0	112	71.84	0	
108.304	10.35	0	108	71.84	0	
108.426	10.08	0	105	71.84	0	
108.546	9.68	0	101	71.84	0	
108.667	9.27	0	96	71.84	0	
108.788	8.87	0.03	92	71.84	0	
108.909	8.49	0.03	88	71.84	0	
109.03	8.16	0.03	85	71.84	0	
109.151	7.78	0	81	71.88	0	
109.271	7.32	0	76	71.88	0	
109.392	6.92	0	72	71.88	0	
109.513	6.46	0.03	67	71.88	0	
109.635	6.04	0.03	63	71.88	0	
109.756	5.69	0.03	59	71.88	0	
109.876	5.42	0.03	56	71.88	0	
109.997	4.92	0.06	51	71.88	0	
110.117	4.48	0.03	46	71.91	0	
110.238	4.12	0.03	43	71.91	0	
110.359	3.75	0.06	39	71.91	0	
110.479	3.31	0.03	34	71.91	0	
110.599	3.03	0.06	31	71.91	0	
110.721	2.64	0.06	27	71.91	0	
110.843	2.41	0.06	25	71.91	0	
110.963	2.09	0.09	21	71.91	0	
111.084	1.66	0.06	17	71.91	0	
111.205	1.28	0.09	13	71.91	0	
111.326	1.11	0.09	11	71.91	0	
111.446	1	0.09	10	71.91	0	
111.568	0.88	0.06	9	71.94	0	
111.69	0.86	0.16	9	71.94	0	
111.813	0.98	0.09	10	71.94	0	
111.933	0.92	0.13	9	71.94	0	
112.054	0.88	0.09	9	71.94	0	
112.175	0.82	0.09	8	71.94	0	
112.295	0.71	0.16	7	71.94	0	
112.414	0.84	0.09	8	71.94	0	
112.534	0.94	0.16	9	71.94	0	
112.655	0.92	0.09	9	71.94	0	
112.775	0.9	0.16	9	71.94	0	
112.895	0.77	0.09	8	71.94	0	
113.015	0.71	0.09	7	71.97	0	
113.137	0.71	0.16	7	71.94	0	
113.258	0.67	0.09	7	71.97	0	
113.378	0.67	0.13	7	71.97	0	
113.498	0.42	0.16	4	71.97	0	
113.62	0	0.16	0	72	0	
113.739	0	0.13	0	71.97	0	
113.859	0	0.13	0	72	0	
113.979	0	0.16	0	72	0	
114.101	0	0.16	0	72	0	
114.221	0	0.09	0	72	0	
114.342	0	0.13	0	72	0	
114.462	0	0.13	0	72	0	
114.581	0	0.13	0	72	0	
114.701	0	0.16	0	72	0	
114.82	0	0.16	0	72	0	
114.94	0	0.16	0	72	0	
115.063	0	0.16	0	72	0	
115.182	0	0.16	0	72.03	0	
115.301	0	0.16	0	72.03	0	
115.42	0	0.16	0	72.03	0	
115.541	0	0.13	0	72.03	0	
115.661	0	0.16	0	72.03	0	
115.781	0	0.16	0	72.03	0	
115.9	0	0.16	0	72.03	0	
116.021	0	0.16	0	72.03	0	
116.141	0	0.16	0	72.03	0	
116.261	0	0.16	0	72.03	0	
116.383	0	0.16	0	72.03	0	
116.504	0	0.16	0	72.03	0	
116.624	0	0.16	0	72.03	0	
116.744	0	0.13	0	72.03	0	
116.864	0	0.16	0	72.03	0	
116.984	0	0.16	0	72.03	0	
117.104	0	0.16	0	72.06	0	
117.224	0	0.16	0	72.06	0	
117.346	0	0.16	0	72.06	0	
117.467	0	0.16	0	72.03	0	
117.587	0	0.13	0	72.06	0	
117.708	0	0.16	0	72.06	0	
117.828	0	0.16	0	72.06	0	
117.948	0	0.16	0	72.06	0	
118.069	0	0.16	0	72.06	0	
118.188	0	0.16	0	72.06	0	
118.309	0	0.16	0	72.06	0	
118.419	0	0.16	0	72.06	0	
118.539	0	0.16	0	72.06	0	
118.66	0	0.16	0	72.06	0	
118.78	0	0.16	0	72.06	0	
118.9	0	0.13	0	72.06	0	
119.02	0	0.13	0	72.06	0	
119.141	0	0.16	0	72.06	0	
119.261	0	0.16	0	72.09	0	
119.381	0	0.16	0	72.06	0	
119.501	0	0.16	0	72.06	0	
119.622	0	0.16	0	72.06	0	
119.741	0	0.16	0	72.06	0	
119.861	0	0.16	0	72.06	0	
119.982	0	0.16	0	72.09	0	
120.102	0	0.16	0	72.09	0	
120.222	0	0.16	0	72.09	0	
120.343	0	0.16	0	72.09	0	
120.463	0	0.16	0	72.09	0	
120.587	0	0.16	0	72.09	0	
120.707	0	0.16	0	72.09	0	
120.827	0	0.13	0	72.09	0	
120.947	0	0.13	0	72.09	0	
121.068	0	0.16	0	72.09	0	
121.189	-1.46	0.09	-16	72.09	0	
121.309	-1.52	0.09	-16	72.09	0	
121.43	-1.48	0.09	-16	72.09	0	
121.55	-1.48	0.13	-16	72.09	0	
121.671	-1.48	0.09	-16	72.09	0	
121.791	-1.44	0.09	-16	72.09	0	
121.912	-1.5	0.16	-16	72.13	0	
122.032	-1.71	0.13	-18	72.09	0	
122.153	-1.86	0.09	-20	72.09	0	
122.274	-1.98	0.09	-21	72.13	0	
122.394	-2.09	0.09	-22	72.13	0	
122.515	-2.11	0.09	-23	72.09	0	
122.636	-2.05	0.09	-22	72.13	0	
122.756	-1.92	0.06	-21	72.13	0	
122.877	-1.8	0.09	-19	72.13	0	
122.998	-1.67	0.09	-18	72.13	0	
123.119	-1.52	0.13	-16	72.16	0	
123.241	-1.4	0.09	-15	72.16	0	
123.362	-1.42	0.16	-15	72.16	0	
123.482	-1.55	0.16	-17	72.16	0	
123.602	-1.73	0.13	-19	72.16	0	
123.727	-1.88	0.09	-20	72.16	0	
123.847	-1.98	0.09	-21	72.16	0	
123.968	-2.04	0.09	-22	72.16	0	
124.088	-2.07	0.09	-22	72.16	0	
124.21	-2.15	0.09	-23	72.16	0	
124.33	-2.23	0.06	-24	72.16	0	
124.45	-2.36	0.13	-25	72.16	0	
124.57	-2.42	0.09	-26	72.16	0	
124.689	-2.51	0.13	-27	72.19	0	
124.814	-2.63	0.09	-28	72.19	0	
124.935	-2.72	0.09	-29	72.19	0	
125.056	-2.72	0.09	-29	72.19	0	
125.177	-2.7	0.09	-29	72.19	0	
125.299	-2.53	0.06	-27	72.19	0	
125.42	-2.55	0.09	0	72.19	0	
125.541	-2.09	0.16	-22	72.19	0	
125.661	-1.94	0.13	-21	72.19	0	
125.786	-1.82	0.13	-20	72.19	0	
125.907	-1.57	0.16	-17	72.19	0	
126.027	-1.4	0.16	-15	72.19	0	
126.148	-1.27	0.13	-14	72.19	0	
126.269	0	0.19	0	72.19	0	
126.39	0	0.19	0	72.19	0	
126.511	0	0.19	0	72.19	0	
126.631	0	0.22	0	72.22	0	
126.751	0	0.19	0	72.19	0	
126.872	0	0.19	0	72.19	0	
126.992	0	0.19	0	72.22	0	
127.112	0	0.16	0	72.19	0	
127.232	0	0.19	0	72.22	0	
127.345	0	0.22	0	72.19	0	
127.466	0	0.19	0	72.22	0	
127.585	0	0.22	0	72.22	0	
127.705	0	0.19	0	72.19	0	
127.826	0	0.22	0	72.22	0	
127.945	0	0.22	0	72.22	0	
128.066	0	0.22	0	72.22	0	
128.186	0	0.19	0	72.22	0	
128.307	0	0.19	0	72.22	0	
128.427	0	0.16	0	72.22	0	
128.547	0	0.16	0	72.22	0	
128.667	0	0.19	0	72.22	0	
128.787	0	0.19	0	72.22	0	
128.907	0	0.19	0	72.22	0	
129.026	0	0.19	0	72.22	0	
129.147	0	0.16	0	72.22	0	
129.266	0	0.19	0	72.25	0	
129.387	0	0.25	0	72.25	0	
129.507	0	0.19	0	72.22	0	
129.627	0	0.22	0	72.25	0	
129.748	0	0.19	0	72.25	0	
129.868	0	0.19	0	72.22	0	
129.987	0	0.19	0	72.25	0	
130.107	0	0.19	0	72.25	0	
130.228	0	0.22	0	72.22	0	
130.348	0	0.19	0	72.25	0	
130.469	0	0.19	0	72.25	0	
130.588	0	0.19	0	72.28	0	
130.709	0	0.19	0	72.28	0	
130.821	0	0.19	0	72.25	0	
130.941	0	0.22	0	72.28	0	
131.062	0	0.19	0	72.25	0	
131.182	0	0.19	0	72.25	0	
131.302	0	0.22	0	72.25	0	
131.422	0	0.22	0	72.28	0	
131.542	0	0.19	0	72.28	0	
131.662	0	0.19	0	72.28	0	
131.783	0	0.19	0	72.28	0	
131.902	0	0.19	0	72.28	0	
132.023	0	0.19	0	72.28	0	
132.143	0	0.19	0	72.28	0	
132.263	0	0.22	0	72.28	0	
132.384	0	0.16	0	72.28	0	
132.505	0	0.19	0	72.28	0	
132.626	0	0.19	0	72.28	0	
132.748	0	0.19	0	72.28	0	
132.867	0	0.19	0	72.28	0	
132.987	0	0.22	0	72.31	0	
133.108	0	0.19	0	72.28	0	
133.228	0	0.22	0	72.31	0	
133.349	0	0.19	0	72.28	0	
133.469	0	0.16	0	72.28	0	
133.591	0	0.19	0	72.28	0	
133.712	0	0.19	0	72.28	0	
133.831	0	0.19	0	72.28	0	
133.951	0	0.19	0	72.28	0	
134.071	0	0.22	0	72.28	0	
134.191	0	0.19	0	72.31	0	
134.311	0	0.19	0	72.31	0	
134.432	0	0.22	0	72.31	0	
134.552	0	0.22	0	72.31	0	
134.672	0	0.19	0	72.31	0	
134.793	0	0.22	0	72.31	0	
134.914	0	0.19	0	72.31	0	
135.034	0	0.19	0	72.31	0	
135.155	0	0.19	0	72.31	0	
135.275	0	0.19	0	72.31	0	
135.394	0	0.19	0	72.31	0	
135.515	0	0.19	0	72.31	0	
135.635	0	0.19	0	72.31	0	
135.755	0	0.19	0	72.31	0	
135.877	0	0.19	0	72.31	0	
135.998	0	0.22	0	72.34	0	
136.117	0	0.19	0	72.31	0	
136.237	0	0.16	0	72.34	0	
136.357	0	0.19	0	72.31	0	
136.478	0	0.19	0	72.34	0	
136.598	0	0.19	0	72.34	0	
136.72	0	0.19	0	72.34	0	
136.842	0	0.16	0	72.34	0	
136.958	0	0.16	0	72.34	0	
137.078	0	0.16	0	72.34	0	
137.19	0	0.19	0	72.34	0	
137.31	0	0.16	0	72.34	0	
137.424	0	0.19	0	72.34	0	
137.546	0	0.16	0	72.34	0	
137.665	0	0.19	0	72.34	0	
137.781	0	0.16	0	72.34	0	
137.892	0	0.16	0	72.34	0	
138.012	0	0.16	0	72.34	0	
138.135	0	0.19	0	72.34	0	
138.256	0	0.19	0	72.34	0	
138.377	0	0.19	0	72.34	0	
138.499	0	0.16	0	72.38	0	
138.619	0	0.13	0	72.38	0	
138.738	0	0.13	0	72.34	0	
138.859	0	0.16	0	72.38	0	
138.979	0	0.16	0	72.34	0	
139.1	0	0.16	0	72.38	0	
139.221	0	0.16	0	72.34	0	
139.34	0	0.16	0	72.38	0	
139.46	0	0.16	0	72.38	0	
139.581	0	0.09	0	72.34	0	
139.701	0	0.13	0	72.38	0	
139.821	0	0.13	0	72.38	0	
139.941	0	0.16	0	72.38	0	
140.061	0	0.13	0	72.38	0	
140.181	0	0.09	0	72.38	0	
140.301	0	0.16	0	72.38	0	
140.421	0	0.16	0	72.38	0	
140.541	0	0.09	0	72.38	0	
140.661	0	0.13	0	72.38	0	
140.781	0	0.16	0	72.38	0	
140.901	0	0.16	0	72.38	0	
141.021	0	0.16	0	72.38	0	
141.142	0	0.19	0	72.38	0	
141.261	0	0.19	0	72.41	0	
141.387	0	0.19	0	72.41	0	
141.5	0	0.22	0	72.41	0	
141.621	0	0.19	0	72.38	0	
141.742	0	0.19	0	72.41	0	
141.863	0	0.19	0	72.38	0	
141.983	0	0.19	0	72.41	0	
142.102	0	0.19	0	72.41	0	
142.223	0	0.19	0	72.41	0	
142.343	0	0.16	0	72.41	0	
142.463	0	0.16	0	72.41	0	
142.584	0	0.16	0	72.41	0	
142.705	0	0.16	0	72.41	0	
142.825	0	0.16	0	72.38	0	
142.946	0	0.16	0	72.41	0	
143.065	0	0.19	0	72.41	0	
143.186	0	0.19	0	72.41	0	
143.306	0	0.19	0	72.41	0	
143.428	0	0.19	0	72.44	0	
143.548	0	0.16	0	72.44	0	
143.67	0	0.13	0	72.44	0	
143.791	0	0.13	0	72.44	0	
143.911	0	0.16	0	72.44	0	
144.032	0	0.16	0	72.44	0	
144.152	0	0.09	0	72.44	0	
144.272	0	0.16	0	72.44	0	
144.393	0	0.16	0	72.44	0	
144.513	0	0.16	0	72.44	0	
144.637	0	0.16	0	72.44	0	
144.757	0	0.19	0	72.44	0	
144.876	0	0.13	0	72.44	0	
144.996	0	0.09	0	72.44	0	
145.116	0	0.13	0	72.44	0	
145.236	0	0.13	0	72.44	0	
145.357	0	0.13	0	72.44	0	
145.477	0	0.16	0	72.44	0	
145.597	0	0.16	0	72.44	0	
145.719	0	0.13	0	72.44	0	
145.84	0	0.09	0	72.44	0	
145.96	0	0.16	0	72.44	0	
146.081	0	0.09	0	72.44	0	
146.201	0	0.16	0	72.44	0	
146.321	0	0.13	0	72.44	0	
146.441	0	0.13	0	72.44	0	
146.562	0	0.13	0	72.47	0	
146.682	0	0.13	0	72.47	0	
146.802	0	0.09	0	72.47	0	
146.924	0	0.09	0	72.47	0	
147.046	0	0.16	0	72.47	0	
147.166	0	0.16	0	72.44	0	
147.286	0	0.13	0	72.47	0	
147.407	0	0.13	0	72.44	0	
147.528	0	0.16	0	72.47	0	
147.65	0	0.16	0	72.47	0	
147.769	0	0.19	0	72.47	0	
147.892	0	0.19	0	72.47	0	
148.012	0	0.16	0	72.47	0	
148.133	0	0.16	0	72.47	0	
148.255	0	0.16	0	72.47	0	
148.375	0	0.13	0	72.47	0	
148.495	0	0.16	0	72.47	0	
148.616	0	0.19	0	72.47	0	
148.737	0	0.13	0	72.47	0	
148.861	0	0.16	0	72.47	0	
148.981	0	0.16	0	72.47	0	
149.101	0	0.16	0	72.47	0	
149.222	0	0.16	0	72.47	0	
149.343	0	0.16	0	72.47	0	
149.464	0	0.16	0	72.47	0	
149.585	0	0.16	0	72.47	0	
149.706	0	0.16	0	72.47	0	
149.826	0	0.16	0	72.47	0	
149.947	0	0.16	0	72.47	0	
150.069	0	0.19	0	72.5	0	
150.189	0	0.16	0	72.5	0	
150.31	0	0.16	0	72.47	0	
150.43	0	0.19	0	72.47	0	
150.55	0	0.19	0	72.5	0	
150.67	0	0.16	0	72.47	0	
150.792	0	0.16	0	72.5	0	
150.912	0	0.16	0	72.5	0	
151.033	0	0.13	0	72.47	0	
151.155	0	0.16	0	72.5	0	
