Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	18	0	0.0118968988	-6.61830994	-6.61830994	-6.61830994	-6.61830994	0	0	0	0	0	0	3
2	24	0	0.0237937977	-2.56408341	-4.59119667	-6.61830994	-2.56408341	2.02711326	0	0	0	0	0	3
3	29	0	0.0356906965	-2.59572693	-3.92604009	-6.61830994	-2.56408341	2.69226984	0	0	0	0	0	3
4	35	0	0.0475875953	-1.48240827	-3.31513214	-6.61830994	-1.48240827	3.3031778	0	0	0	0	0	3
5	42	0	0.0594844941	-1.6091857	-2.97394285	-6.61830994	-1.48240827	3.64436709	0	0	0	0	0	3
6	49	0	0.071381393	-1.10806449	-2.66296312	-6.61830994	-1.10806449	3.95534681	0	0	0	0	0	3
7	56	0	0.0832782918	-0.678864084	-2.3795204	-6.61830994	-0.678864084	4.23878953	0	0	0	0	0	3
8	63	0	0.0951751906	-0.528135325	-2.14809727	-6.61830994	-0.528135325	4.47021267	0	0	0	0	0	3
9	68	0	0.107072089	-0.194804328	-1.93106472	-6.61830994	-0.194804328	4.68724522	0	0	0	0	0	3
10	73	0	0.118968988	-0.352014338	-1.77315968	-6.61830994	-0.194804328	4.84515025	0	0	0	0	0	3
11	78	0	0.130865887	-0.227252061	-1.63262262	-6.61830994	-0.194804328	4.98568731	0	0	0	0	0	3
12	83	0	0.142762786	-0.201567147	-1.513368	-6.61830994	-0.194804328	5.10494193	0	0	0	0	0	3
13	89	0	0.154659685	-0.159342984	-1.40921223	-6.61830994	-0.159342984	5.2090977	0	0	0	0	0	3
14	94	0	0.166556584	-0.0787469041	-1.31417899	-6.61830994	-0.0787469041	5.30413094	0	0	0	0	0	3
15	99	0	0.178453482	-0.144850534	-1.23622376	-6.61830994	-0.0787469041	5.38208617	0	0	0	0	0	3
16	104	0	0.190350381	-0.0721136556	-1.16346688	-6.61830994	-0.0721136556	5.45484305	0	0	0	0	0	3
17	109	0	0.20224728	-0.120143315	-1.10209491	-6.61830994	-0.0721136556	5.51621503	0	0	0	0	0	3
