Time(s)	Vehicle Speed(Km/hour)	Motor Current(Amps)	Motor RPM(RPM)	Battery Voltage(Volts)	Battery Current(Amps)	
5.555	8.39	17.22	87	76.97	3.09	
5.669	8.49	17.22	88	76.94	3.09	
5.782	8.68	16.91	90	76.97	3.09	
5.895	8.81	16.88	92	76.94	3.16	
6.007	8.95	16.91	93	76.94	3.19	
6.12	9.04	16.78	94	76.91	3.19	
6.234	9.08	16.38	94	76.94	3.13	
6.348	9.18	16.53	95	76.94	3.19	
6.461	9.33	16.38	97	76.88	3.19	
6.579	9.54	16.09	99	76.91	3.19	
6.691	9.6	16.03	100	76.91	3.19	
6.805	9.68	15.97	101	76.88	3.19	
6.918	9.66	15.94	100	76.88	3.19	
7.032	9.79	15.5	102	76.91	3.13	
7.145	9.96	15.47	104	76.88	3.13	
7.259	10.08	15.5	105	76.88	3.19	
7.372	10.08	15.34	105	76.91	3.16	
7.484	10.1	15.06	105	76.91	3.09	
7.602	10.12	15.13	105	76.91	3.09	
7.715	10.39	15.09	108	76.88	3.16	
7.828	10.41	15.03	108	76.84	3.16	
7.942	10.5	14.63	109	76.88	3.09	
8.055	10.46	14.63	109	76.88	3.09	
8.168	10.58	14.63	110	76.88	3.09	
8.282	10.69	14.69	111	76.84	3.16	
8.396	10.77	14.47	112	76.88	3.13	
8.509	10.79	14.22	112	76.88	3.06	
8.621	10.86	14.22	113	76.88	3.09	
8.735	10.94	14.19	114	76.88	3.09	
8.848	11.15	14.31	116	76.84	3.16	
8.962	11.07	14.16	115	76.84	3.13	
9.075	11.09	13.81	115	76.88	3.06	
9.188	11.17	13.75	116	76.88	3.06	
9.301	11.4	13.75	119	76.84	3.09	
9.414	11.4	13.78	119	76.88	3.09	
9.527	11.46	13.78	119	76.84	3.09	
9.64	11.4	13.75	119	76.88	3.09	
9.753	11.52	13.38	120	76.88	3.03	
9.866	11.65	13.31	121	76.88	3.06	
9.98	11.67	13.31	121	76.88	3.03	
10.093	11.67	13.31	121	76.88	3.06	
10.206	11.69	13.31	122	76.84	3.06	
10.32	11.88	13.34	124	76.84	3.09	
10.432	11.86	13.38	123	76.84	3.09	
10.546	11.94	13.13	124	76.84	3.06	
10.66	11.88	12.84	124	76.88	2.97	
10.778	12.07	12.84	126	76.84	3.03	
10.892	12.13	12.94	126	76.84	3.06	
11.004	12.17	12.88	127	76.88	3.06	
11.116	12.21	12.97	127	76.84	3.06	
11.228	12.3	12.91	128	76.84	3.09	
11.339	12.4	12.97	129	76.81	3.09	
11.451	12.36	12.91	129	76.84	3.09	
11.565	12.38	12.5	129	76.88	3	
11.678	12.42	12.38	129	76.88	2.94	
11.789	12.65	12.47	132	76.84	3.03	
11.902	12.61	12.5	131	76.84	3.03	
12.014	12.53	12.38	130	76.88	2.97	
12.127	12.72	12.44	132	76.84	3.06	
12.241	12.76	12.53	133	76.84	3.06	
12.352	12.82	12.38	133	76.84	3.06	
12.464	12.88	12.5	134	76.81	3.09	
12.578	12.88	12.22	134	76.84	3	
12.691	13.05	11.97	136	76.84	2.97	
12.804	13.01	12.13	135	76.84	3	
12.917	12.99	11.94	135	76.84	2.97	
13.029	13.22	12.06	138	76.81	3.03	
13.142	13.3	12.06	138	76.81	3.06	
13.255	13.34	11.97	139	76.81	3.03	
13.368	13.41	12	140	76.81	3.06	
13.48	13.53	11.97	141	76.81	3.09	
13.594	13.64	12	142	76.81	3.13	
13.707	13.68	11.53	142	76.84	3	
13.82	13.63	11.5	142	76.84	2.97	
13.933	13.86	11.41	144	76.84	3	
14.046	13.8	11.59	144	76.81	3.06	
14.159	13.66	11.59	142	76.81	3	
14.272	13.78	11.5	143	76.81	2.97	
14.385	13.88	11.56	144	76.81	3.03	
14.499	13.84	11.59	144	76.81	3.06	
14.612	13.8	11.5	144	76.81	3	
14.725	13.88	11.5	144	76.81	3	
14.838	13.88	11.59	144	76.78	3.06	
14.952	13.84	11.59	144	76.81	3	
15.066	13.82	11.59	144	76.81	3	
15.179	13.97	11.34	145	76.81	2.97	
15.292	13.88	11.19	144	76.81	2.94	
15.407	13.86	11.19	144	76.84	2.91	
15.52	13.88	11.06	144	76.84	2.91	
15.633	13.95	11.19	145	76.81	2.94	
15.746	13.86	11.16	144	76.84	2.91	
15.859	13.88	11.13	144	76.84	2.91	
15.973	13.97	11.13	145	76.81	2.94	
16.086	13.95	11.13	145	76.81	2.91	
16.199	13.8	11.13	144	76.84	2.88	
16.312	13.88	11.16	144	76.81	2.94	
16.425	14.01	11.19	146	76.81	2.94	
16.538	13.95	11.09	145	76.81	2.91	
16.651	13.89	11.03	145	76.84	2.88	
16.764	13.99	11.09	146	76.81	2.94	
16.876	14.07	11.13	146	76.81	2.94	
16.99	14.09	11.28	147	76.78	3	
17.103	13.99	11.09	146	76.81	2.91	
17.216	14.24	11.16	148	76.81	3	
17.329	14.18	11.13	148	76.81	2.97	
17.442	14.09	11.13	147	76.81	2.94	
17.555	14.2	11.13	148	76.78	2.97	
17.668	14.3	11.16	149	76.78	3	
17.781	14.26	11.25	148	76.78	3.03	
17.895	14.2	11.16	148	76.78	2.97	
18.046	15.1	10.75	157	76.72	3	
18.159	15.06	10.72	157	76.72	3	
18.309	15.66	10.31	163	76.72	3	
18.422	15.58	10.19	162	76.75	2.94	
18.535	15.85	10.25	165	76.72	3	
18.648	15.73	10.25	164	76.72	3	
18.76	15.75	10.25	164	76.72	2.97	
18.873	15.85	10.19	165	76.72	3	
18.986	15.93	10.19	166	76.72	3	
19.099	15.81	10.25	165	76.72	2.97	
19.206	15.89	10.25	165	76.72	3	
19.32	16	10.28	167	76.69	3.03	
19.434	15.81	10.28	165	76.72	2.97	
19.548	15.87	10.25	165	76.72	3	
19.662	15.93	10.34	166	76.69	3.03	
19.775	15.81	10.19	165	76.72	2.97	
19.887	15.77	10.22	164	76.72	2.97	
20.001	15.89	10.31	165	76.69	3.03	
20.114	15.75	10.09	164	76.72	2.94	
20.227	15.73	10	164	76.75	2.91	
20.34	15.85	10.03	165	76.72	2.94	
20.453	15.77	9.84	164	76.75	2.84	
20.567	15.71	9.91	164	76.72	2.84	
20.68	15.83	10.22	165	76.69	3	
20.793	15.75	10.28	164	76.69	2.97	
20.945	15.75	9.88	164	76.72	2.84	
21.051	15.95	10.03	166	76.69	2.97	
21.266	16.02	9.88	167	76.69	2.91	
21.379	16	9.81	167	76.72	2.91	
21.492	16.17	10.06	168	76.69	3	
21.606	16.08	9.84	167	76.69	2.91	
21.719	16.06	9.84	167	76.72	2.91	
21.832	16.21	9.84	169	76.69	2.97	
21.946	16.14	9.91	168	76.69	2.94	
22.058	16.1	10.06	168	76.66	3	
22.172	16.25	9.81	169	76.69	2.94	
22.284	16.19	9.84	169	76.69	2.94	
22.397	16.12	9.78	168	76.69	2.91	
22.51	16.29	9.88	170	76.69	3	
22.623	16.23	9.78	169	76.69	2.91	
22.736	16.15	9.81	168	76.69	2.91	
22.85	16.29	9.78	170	76.69	2.97	
22.963	16.27	9.78	169	76.69	2.91	
23.071	16.21	9.88	169	76.69	2.97	
23.185	16.27	9.84	169	76.69	2.97	
23.298	16.35	9.81	170	76.66	2.94	
23.412	16.36	9.81	170	76.69	3	
23.526	16.27	9.81	169	76.69	2.91	
23.639	16.46	9.84	171	76.66	3	
23.753	16.36	9.84	170	76.66	3	
23.866	16.4	9.78	171	76.66	2.97	
23.98	16.56	9.81	172	76.66	3	
24.092	16.46	9.91	171	76.66	3	
24.206	16.46	9.84	171	76.66	3	
24.319	16.61	9.91	173	76.66	3.03	
24.432	16.54	9.81	172	76.66	3	
24.545	16.54	9.84	172	76.66	3	
24.658	16.63	9.81	173	76.66	3	
24.772	16.59	9.84	173	76.66	3	
24.886	16.48	9.84	172	76.66	3	
25	16.69	9.88	174	76.63	3.06	
25.113	16.67	9.81	174	76.66	3	
25.227	16.59	9.78	173	76.66	3	
25.341	16.8	9.88	175	76.59	3.06	
25.454	16.65	9.84	173	76.66	3	
25.567	16.65	9.81	173	76.66	3	
25.68	16.82	9.78	175	76.63	3.03	
25.794	16.73	9.88	174	76.63	3.03	
25.907	16.67	9.84	174	76.63	3.03	
26.02	16.88	9.84	176	76.59	3.06	
26.134	16.77	9.72	175	76.63	3	
26.248	16.75	9.56	174	76.66	2.97	
26.362	16.92	9.53	176	76.66	3	
26.475	16.86	9.53	176	76.66	2.97	
26.589	16.84	9.63	175	76.63	3	
26.708	16.98	9.66	177	76.59	3	
26.821	16.92	9.53	176	76.66	2.94	
26.934	16.82	9.41	175	76.66	2.91	
27.047	16.96	9.66	177	76.59	3	
27.161	16.9	9.72	176	76.59	3.03	
27.274	16.88	9.63	176	76.63	3	
27.388	17.13	9.63	178	76.59	3.03	
27.501	16.98	9.53	177	76.66	2.97	
27.614	17	9.66	177	76.59	3.03	
27.728	17.13	9.75	178	76.59	3.06	
27.841	17.02	9.53	177	76.66	3	
27.955	16.94	9.38	176	76.66	2.91	
28.069	17.11	9.41	178	76.66	2.94	
28.182	16.96	9.38	177	76.66	2.88	
28.296	17	9.38	177	76.66	2.91	
28.408	17.11	9.41	178	76.63	2.94	
28.521	17.05	9.44	178	76.63	2.97	
28.635	16.98	9.41	177	76.66	2.91	
28.748	17.13	9.41	178	76.63	2.97	
28.861	17.09	9.5	178	76.59	3	
28.974	17.07	9.41	178	76.63	2.91	
29.081	17.17	9.38	179	76.63	2.94	
29.193	17.17	9.38	179	76.66	2.94	
29.308	17.13	9.38	178	76.63	2.94	
29.421	17.23	9.38	179	76.63	2.97	
29.533	17.17	9.38	179	76.63	2.94	
29.648	17.13	9.34	178	76.63	2.91	
29.761	17.34	9.41	181	76.63	3	
29.874	17.15	9.31	179	76.63	2.91	
29.988	17.23	9.25	179	76.63	2.91	
30.1	17.3	9.44	180	76.59	3	
30.214	17.21	9.38	179	76.59	2.94	
30.327	17.29	9.34	180	76.59	3	
30.439	17.3	9.41	180	76.59	2.97	
30.552	17.25	9.44	180	76.59	3	
30.666	17.27	9.34	180	76.59	2.97	
30.78	17.42	9.38	181	76.59	3	
30.893	17.27	9.44	180	76.59	3	
31.006	17.38	9.31	181	76.59	2.97	
31.12	17.5	9.38	182	76.59	3	
31.233	17.34	9.34	181	76.59	2.94	
31.347	17.42	9.38	181	76.59	3	
31.46	17.44	9.38	182	76.59	3	
31.635	17.5	9.38	182	76.56	3	
31.749	17.42	9.38	181	76.56	3	
31.862	17.52	9.38	182	76.56	3	
31.975	17.4	9.38	181	76.59	3	
32.088	17.44	9.09	182	76.59	2.91	
32.201	17.54	9.09	183	76.59	2.91	
32.314	17.5	9.38	182	76.56	3	
32.428	17.54	9.22	183	76.56	2.97	
32.541	17.65	9.38	184	76.56	3.03	
32.656	17.46	9.19	182	76.59	2.94	
32.769	17.69	9.31	184	76.56	3.03	
32.882	17.69	9	184	76.59	2.91	
32.996	17.52	9.16	182	76.59	2.94	
33.11	17.8	9.25	185	76.56	3.03	
33.223	17.65	9	184	76.59	2.91	
33.335	17.63	9	184	76.59	2.91	
33.449	17.82	9.41	186	76.53	3.06	
33.562	17.69	9	184	76.59	2.88	
33.675	17.71	9.16	184	76.56	2.97	
33.789	17.8	8.94	185	76.59	2.91	
33.903	17.82	9.06	186	76.56	2.94	
34.016	17.73	9.19	185	76.56	2.97	
34.131	17.92	9.09	187	76.56	3	
34.244	17.79	9	185	76.59	2.91	
34.358	17.84	9.06	186	76.56	3	
34.472	17.94	9.03	187	76.56	2.97	
34.585	17.82	9.03	186	76.56	2.91	
34.699	17.99	9.06	187	76.56	3	
34.812	17.94	8.94	187	76.56	2.91	
34.926	17.84	9.19	186	76.56	3	
35.04	18.15	8.94	189	76.56	2.94	
35.153	17.98	9.06	187	76.56	2.97	
35.267	17.96	9	187	76.56	2.94	
35.379	18.11	9.03	189	76.56	3	
35.493	18.01	8.91	188	76.56	2.91	
35.606	18.01	8.94	188	76.56	2.91	
35.72	18.17	8.91	189	76.56	2.94	
35.833	18.17	8.91	189	76.56	2.97	
35.946	18.11	8.91	189	76.56	2.94	
36.059	18.22	8.97	190	76.53	2.97	
36.172	18.17	9	189	76.56	3	
36.286	18.19	8.94	189	76.56	2.97	
36.4	18.24	8.94	190	76.56	2.97	
36.514	18.13	8.94	189	76.56	2.94	
36.627	18.34	8.94	191	76.53	3	
36.74	18.24	9.06	190	76.53	3	
36.853	18.17	8.94	189	76.53	2.97	
36.967	18.36	8.94	191	76.53	3	
37.08	18.26	9	190	76.53	3	
37.197	18.2	8.91	190	76.56	2.97	
37.325	18.4	9.06	192	76.53	3.03	
37.439	18.32	8.94	191	76.53	3	
37.552	18.49	8.97	193	76.53	3.03	
37.666	18.45	9.03	192	76.53	3.03	
37.779	18.32	8.91	191	76.53	3	
37.893	18.59	9.06	194	76.5	3.06	
38.006	18.38	9.03	191	76.53	3	
38.119	18.53	8.91	193	76.53	3	
38.234	18.53	8.94	193	76.53	3	
38.378	18.64	8.69	194	76.53	2.91	
38.491	18.89	8.56	197	76.53	2.91	
38.604	18.74	8.75	195	76.5	2.97	
38.717	18.76	8.94	195	76.5	3.06	
38.954	18.93	8.84	197	76.44	3.03	
39.067	18.74	8.69	195	76.5	2.94	
39.181	18.89	8.59	197	76.5	2.91	
39.294	18.84	8.84	196	76.5	3.03	
39.407	18.82	8.59	196	76.53	2.94	
39.52	18.91	8.56	197	76.5	2.94	
39.634	18.86	8.91	196	76.47	3.06	
39.747	19.05	8.53	198	76.5	2.97	
39.862	18.82	8.5	196	76.53	2.88	
39.976	18.88	8.63	197	76.5	2.97	
40.09	19.01	8.59	198	76.5	2.97	
40.204	18.84	8.63	196	76.53	2.94	
40.317	18.99	8.56	198	76.5	2.94	
40.431	19.07	8.5	199	76.53	2.94	
40.545	18.93	8.44	197	76.53	2.88	
40.659	19.11	8.59	199	76.5	2.97	
40.773	19.01	8.69	198	76.5	3	
40.886	18.99	8.47	198	76.5	2.91	
40.999	19.13	8.56	199	76.5	2.94	
41.112	18.8	8.53	196	76.5	2.91	
41.225	19.01	8.78	198	76.44	3.06	
41.339	19.01	8.53	198	76.5	2.94	
41.453	18.78	8.59	196	76.5	2.91	
41.569	19.11	8.72	199	76.47	3.03	
41.682	18.95	8.81	197	76.44	3.03	
41.796	18.95	8.81	197	76.44	3.06	
41.91	18.93	8.59	197	76.5	2.97	
42.024	18.89	8.72	197	76.47	3	
42.137	18.93	8.53	197	76.5	2.91	
42.251	18.99	8.53	198	76.5	2.94	
42.365	18.82	8.69	196	76.5	2.97	
42.478	18.99	8.53	198	76.5	2.94	
42.592	18.88	8.59	197	76.5	2.91	
42.706	18.8	8.72	196	76.47	2.97	
42.82	18.93	8.56	197	76.5	2.91	
42.934	18.78	8.47	196	76.53	2.84	
43.047	18.86	8.84	196	76.44	3.03	
43.162	18.88	8.69	197	76.47	2.97	
43.275	18.78	8.53	196	76.5	2.88	
43.39	18.89	8.78	197	76.44	3.03	
43.503	18.76	8.53	195	76.5	2.88	
43.617	18.76	8.63	195	76.5	2.97	
43.731	18.8	8.69	196	76.47	2.97	
43.845	18.68	8.81	195	76.44	3	
43.958	18.78	8.75	196	76.47	3	
44.071	18.76	8.78	195	76.47	3	
44.185	18.7	8.91	195	76.44	3	
44.298	18.8	8.56	196	76.5	2.91	
44.411	18.8	8.63	196	76.47	2.91	
44.525	18.68	8.94	195	76.44	3.03	
44.641	18.82	8.84	196	76.44	3.03	
44.754	18.57	8.59	193	76.5	2.84	
44.868	18.78	8.66	196	76.47	2.97	
44.982	18.76	8.69	195	76.44	2.97	
45.096	18.53	8.84	193	76.47	3	
45.21	18.82	8.91	196	76.44	3.06	
45.324	18.72	8.84	195	76.44	3	
45.438	18.64	8.47	194	76.5	2.84	
45.554	18.76	8.69	195	76.44	2.97	
45.667	18.64	8.56	194	76.47	2.84	
45.781	18.63	8.91	194	76.44	3.03	
45.894	18.64	8.81	194	76.44	3	
46.008	18.47	8.84	192	76.44	3	
46.121	18.63	9	194	76.41	3.06	
46.235	18.63	8.84	194	76.44	3	
46.348	18.38	8.91	191	76.44	3	
46.462	18.59	8.69	194	76.47	2.91	
46.575	18.47	8.69	192	76.5	2.91	
46.689	18.45	8.63	192	76.47	2.84	
46.802	18.59	8.75	194	76.44	2.97	
46.915	18.55	8.78	193	76.44	2.94	
47.028	18.7	8.91	195	76.44	3	
47.142	18.57	8.91	193	76.44	3	
47.255	18.49	8.94	193	76.44	3.03	
47.369	18.63	8.69	194	76.44	2.91	
47.482	18.51	8.88	193	76.44	3	
47.596	18.34	8.84	191	76.44	2.94	
47.709	18.49	8.78	193	76.44	2.97	
47.823	18.41	8.59	192	76.5	2.84	
47.937	18.4	8.84	192	76.44	2.97	
48.069	18.17	9	189	76.41	2.97	
48.183	18.03	8.91	188	76.44	2.91	
48.298	18.13	8.94	189	76.41	2.94	
48.412	17.99	9	187	76.44	2.94	
48.525	17.99	8.94	187	76.41	2.94	
48.64	18.07	9	188	76.41	2.97	
48.753	17.98	8.94	187	76.44	2.91	
48.866	17.98	8.91	187	76.44	2.91	
48.98	18.05	8.94	188	76.44	2.94	
49.094	17.94	8.91	187	76.44	2.91	
49.208	17.99	8.94	187	76.41	2.91	
49.323	17.98	8.94	187	76.44	2.91	
49.436	17.96	8.94	187	76.44	2.94	
49.55	17.98	9	187	76.41	2.97	
49.664	18.01	9	188	76.41	2.94	
49.778	17.94	8.97	187	76.41	2.94	
49.892	18.07	8.97	188	76.41	2.97	
50.006	17.98	8.94	187	76.41	2.94	
50.12	17.88	8.94	186	76.44	2.91	
50.234	18.01	8.84	188	76.44	2.91	
50.346	17.94	8.91	187	76.44	2.91	
50.459	17.98	8.84	187	76.44	2.91	
50.578	17.98	9	187	76.41	2.91	
50.693	17.84	8.91	186	76.44	2.88	
50.807	18.03	8.97	188	76.41	2.94	
50.921	17.94	8.91	187	76.41	2.91	
51.035	17.9	8.94	186	76.41	2.91	
51.148	17.98	8.94	187	76.41	2.91	
51.319	17.65	9.25	184	76.38	3	
51.433	17.73	9.19	185	76.38	2.97	
51.547	17.63	8.91	184	76.44	2.84	
51.66	17.77	9.09	185	76.41	2.97	
51.775	17.73	9.16	185	76.38	2.97	
51.889	17.54	9.25	183	76.38	2.97	
52.002	17.79	9.31	185	76.38	3.06	
52.115	17.63	9.28	184	76.38	3	
52.229	17.48	9.38	182	76.38	3	
52.344	17.73	9.38	185	76.38	3.06	
52.45	17.65	9.16	184	76.41	2.94	
52.633	17.75	9.06	185	76.41	2.91	
52.79	17.99	9.22	187	76.34	3	
52.904	17.98	8.91	187	76.38	2.91	
53.018	18.15	9	189	76.38	3	
53.132	18.03	9	188	76.38	2.97	
53.245	18.26	8.97	190	76.38	3	
53.359	18.19	8.94	189	76.38	2.97	
53.473	18.13	8.91	189	76.38	2.94	
53.588	18.34	9.22	191	76.31	3.09	
53.702	18.28	8.94	190	76.34	3	
53.815	18.24	8.94	190	76.38	3	
53.929	18.4	8.94	192	76.34	3	
54.043	18.45	9.03	192	76.34	3.03	
54.156	18.38	8.91	191	76.34	3	
54.27	18.64	8.97	194	76.34	3.03	
54.384	18.51	8.94	193	76.34	3.03	
54.498	18.63	8.94	194	76.34	3.03	
54.612	18.51	8.91	193	76.34	3	
54.726	18.41	8.88	192	76.38	3	
54.84	18.4	9.06	192	76.31	3.06	
54.953	18.28	8.94	190	76.34	3	
55.067	18.2	8.91	190	76.38	2.94	
55.18	18.34	9.03	191	76.31	3.03	
55.294	18.28	9	190	76.34	3	
55.408	18.26	8.91	190	76.34	2.97	
55.523	18.4	9.03	192	76.31	3.03	
55.638	18.32	8.94	191	76.34	2.97	
55.752	18.47	8.94	192	76.31	3	
55.865	18.47	8.84	192	76.34	3	
55.978	18.4	8.94	192	76.31	3	
56.092	18.64	9	194	76.31	3.06	
56.205	18.45	8.97	192	76.31	3	
56.318	18.32	9	191	76.31	3	
56.433	18.4	8.94	192	76.34	3	
56.547	18.36	9	191	76.31	3	
56.66	18.26	8.91	190	76.31	3	
56.775	18.36	8.91	191	76.34	3	
56.889	18.26	8.91	190	76.34	2.94	
57.003	18.51	8.88	193	76.31	3	
57.117	18.38	8.94	191	76.31	3	
57.231	18.38	8.97	191	76.31	3	
57.344	18.53	8.94	193	76.31	3	
57.458	18.43	8.94	192	76.31	3	
57.571	18.47	8.94	192	76.31	3	
57.684	18.59	8.94	194	76.31	3.03	
57.798	18.57	8.94	193	76.31	3	
57.911	18.49	8.75	193	76.38	2.94	
58.024	18.63	8.63	194	76.34	2.91	
58.139	18.59	8.47	194	76.38	2.84	
58.253	18.74	8.84	195	76.31	3	
58.366	18.7	8.97	195	76.31	3.06	
58.48	18.74	8.72	195	76.31	2.97	
58.594	18.82	8.59	196	76.34	2.91	
58.708	18.63	8.91	194	76.31	3	
58.821	18.66	8.72	194	76.31	2.97	
58.935	18.74	8.53	195	76.38	2.88	
59.049	18.59	8.63	194	76.38	2.91	
59.163	18.76	8.88	195	76.31	3.03	
59.277	18.8	8.88	196	76.31	3.06	
59.391	18.66	8.59	194	76.34	2.91	
59.505	18.82	8.78	196	76.31	3	
59.619	18.8	8.69	196	76.31	2.94	
59.732	18.72	8.91	195	76.31	3.03	
59.846	18.78	8.72	196	76.34	3	
59.961	18.72	8.53	195	76.34	2.91	
60.074	18.82	8.69	196	76.31	3	
60.188	18.86	8.66	196	76.31	2.94	
60.302	18.8	8.75	196	76.31	3	
60.416	18.97	8.53	198	76.31	2.91	
60.53	18.89	8.69	197	76.31	3	
60.643	18.82	8.63	196	76.31	2.91	
60.758	19.01	8.56	198	76.31	2.94	
60.872	18.84	8.81	196	76.31	3	
60.986	19.01	8.69	198	76.31	3	
61.1	18.97	8.59	198	76.31	2.97	
61.214	18.88	8.63	197	76.31	2.97	
61.329	19.01	8.59	198	76.31	2.97	
61.442	18.93	8.81	197	76.31	3.03	
61.556	18.89	8.59	197	76.34	2.97	
61.67	18.99	8.78	198	76.28	3	
61.787	18.88	8.69	197	76.31	2.97	
61.902	19.03	8.72	198	76.28	3.03	
62.015	19.01	8.63	198	76.31	3	
62.13	18.93	8.59	197	76.31	2.94	
62.244	19.05	8.66	198	76.31	3	
62.357	18.95	8.53	197	76.34	2.91	
62.471	18.95	8.59	197	76.31	2.97	
62.585	19.07	8.53	199	76.31	2.97	
62.699	18.99	8.5	198	76.31	2.91	
62.813	19.09	8.63	199	76.31	3	
62.927	19.05	8.59	198	76.31	2.97	
63.041	19.01	8.69	198	76.31	3	
63.155	19.07	8.84	199	76.28	3.06	
63.269	18.97	8.53	198	76.31	2.91	
63.384	18.99	8.69	198	76.31	3	
63.498	19.07	8.47	199	76.31	2.91	
63.612	18.95	8.78	197	76.28	3.03	
63.725	19.14	8.81	199	76.28	3.09	
63.84	19.11	8.5	199	76.31	2.94	
63.954	19.03	8.56	198	76.31	2.97	
64.067	19.18	8.59	200	76.31	2.97	
64.181	19.09	8.56	199	76.31	2.94	
64.295	19.18	8.69	200	76.28	3.03	
64.41	19.2	8.53	200	76.31	3	
64.524	19.09	8.5	199	76.31	2.91	
64.638	19.26	8.53	201	76.28	3	
64.752	19.2	8.53	200	76.28	2.97	
64.867	19.09	8.56	199	76.31	2.97	
64.981	19.18	8.47	200	76.31	2.91	
65.094	18.91	8.5	197	76.31	2.91	
65.208	18.95	8.56	197	76.31	2.91	
65.323	18.86	8.66	196	76.31	2.97	
65.437	18.74	8.69	195	76.31	2.94	
65.551	18.89	8.75	197	76.28	3	
65.665	18.8	8.84	196	76.28	3.03	
65.782	18.78	8.81	196	76.28	3	
65.895	18.88	8.69	197	76.28	2.97	
66.009	18.7	8.53	195	76.31	2.91	
66.124	18.82	8.84	196	76.28	3.06	
66.238	18.74	8.69	195	76.31	2.97	
66.352	18.68	8.78	195	76.28	3	
66.466	18.78	8.59	196	76.31	2.91	
66.58	18.66	8.75	194	76.28	2.94	
66.694	18.66	8.66	194	76.28	2.91	
66.808	18.74	8.81	195	76.28	3	
66.922	18.59	8.84	194	76.28	3	
67.036	18.7	8.91	195	76.28	3.03	
67.15	18.64	8.75	194	76.28	2.94	
67.263	18.51	8.75	193	76.28	2.97	
67.377	18.7	8.81	195	76.28	3	
67.491	18.49	8.69	193	76.31	2.91	
67.604	18.49	8.72	193	76.31	2.91	
67.719	18.61	8.53	194	76.31	2.88	
67.925	18.49	8.91	193	76.28	3	
68.032	18.41	8.78	192	76.28	2.91	
68.146	18.36	8.75	191	76.28	2.94	
68.26	18.53	8.59	193	76.31	2.91	
68.374	18.3	8.88	191	76.28	2.97	
68.488	18.51	8.84	193	76.28	3	
68.603	18.64	8.91	194	76.28	3	
68.716	18.57	8.78	193	76.28	3	
68.831	18.95	8.69	197	76.28	3	
68.944	18.82	8.75	196	76.28	3	
69.059	18.88	8.84	197	76.25	3.03	
69.173	18.95	8.53	197	76.28	2.91	
69.287	18.88	8.66	197	76.28	2.97	
69.401	18.89	8.84	197	76.25	3.06	
69.516	18.99	8.53	198	76.28	2.94	
69.631	18.84	8.75	196	76.25	3	
69.745	18.99	8.69	198	76.28	3	
69.859	18.84	8.53	196	76.31	2.91	
69.974	18.8	8.75	196	76.25	3	
70.088	18.86	8.72	196	76.28	2.97	
70.202	18.74	8.63	195	76.28	2.94	
70.316	18.78	8.84	196	76.25	3	
70.431	18.84	8.84	196	76.25	3.06	
70.544	18.68	8.69	195	76.28	2.91	
70.659	18.84	8.53	196	76.28	2.94	
70.774	18.76	8.69	195	76.28	2.97	
70.887	18.64	8.72	194	76.28	2.97	
71	18.84	8.69	196	76.28	2.97	
71.114	18.66	8.84	194	76.25	3	
71.228	18.68	8.47	195	76.28	2.84	
71.342	18.8	8.63	196	76.28	2.97	
