Time(s)	Vehicle Speed(Km/hour)	Motor Current(Amps)	Motor RPM(RPM)	Battery Voltage(Volts)	Battery Current(Amps)	
163.664	17.94	0	187	74.38	0	
163.775	17.88	0	186	74.38	0	
163.886	17.77	0	185	74.41	0	
163.998	17.88	0	186	74.41	0	
164.11	17.71	0	184	74.41	0	
164.221	17.77	12.28	185	72.84	4.31	
164.333	18.03	18.22	188	72.09	6.84	
164.445	18.07	18.16	188	72.16	6.81	
164.558	18.15	18.19	189	72.13	6.84	
164.665	18.15	18.19	189	72.13	6.84	
164.783	23.71	0	247	74.44	0	
164.894	23.67	0	247	74.47	0	
165.005	23.5	0	245	74.47	0	
165.117	23.17	0	242	74.47	0	
165.229	22.98	0	240	74.47	0	
165.341	22.86	0	238	74.5	0	
165.452	22.19	0	231	74.47	0	
165.564	22.06	0	230	74.5	0	
165.676	21.54	0	225	74.5	0	
165.788	21.1	0	220	74.5	0	
165.9	20.89	0	218	74.53	0	
166.011	20.46	0	213	74.53	0	
166.123	20.25	0	211	74.53	0	
166.234	19.82	0	207	74.53	0	
166.346	19.61	0	204	74.53	0	
166.456	19.3	0	201	74.53	0	
166.568	18.82	0.03	196	74.53	0	
166.679	18.64	0	194	74.56	0	
166.791	18.17	0	189	74.56	0	
166.903	17.82	0	186	74.56	0	
167.014	17.54	0	183	74.56	0	
167.127	17.11	0	178	74.56	0	
167.238	16.71	0	174	74.59	0	
167.349	16.48	0	172	74.59	0	
167.461	16.14	0	168	74.59	0	
167.573	15.48	0	161	74.59	0	
167.681	15.16	0.03	158	74.59	0	
167.792	14.77	0	154	74.63	0	
167.905	14.24	0	148	74.59	0	
168.017	13.66	0	142	74.63	0	
168.128	13.45	0	140	74.59	0	
168.241	13.14	0	137	74.63	0	
168.353	12.76	0	133	74.63	0	
168.465	12.65	0	132	74.63	0	
168.576	12.57	0	131	74.63	0	
168.687	12.49	0	130	74.66	0	
168.798	12.53	0	130	74.66	0	
168.91	12.51	0	130	74.66	0	
169.021	12.59	0	131	74.66	0	
169.133	12.63	0	131	74.66	0	
169.245	12.46	0	129	74.69	0	
169.356	12.49	0	130	74.69	0	
169.468	12.65	0	132	74.69	0	
169.58	12.59	0	131	74.69	0	
169.691	12.53	0	130	74.72	0	
169.804	12.78	11.81	133	73.56	3	
169.916	12.93	17.59	135	73.06	4.81	
170.029	13.13	17.34	137	73.06	4.81	
170.141	13.22	17.28	138	73.06	4.81	
170.253	13.38	17.75	139	73	5.06	
170.364	13.61	17.75	142	72.94	5.09	
170.479	13.72	17.81	143	72.91	5.19	
170.591	13.78	17.38	143	72.97	5.03	
170.703	14.03	18.34	146	72.78	5.44	
170.815	14.22	17.59	148	72.88	5.25	
170.928	14.31	20.72	149	72.47	6.44	
171.04	14.41	18.72	150	72.75	5.72	
171.154	14.75	17.47	154	72.78	5.38	
171.266	14.79	17.03	154	72.88	5.25	
171.378	14.96	16.72	156	72.88	5.19	
171.491	15.12	12.59	157	73.34	3.75	
171.601	15.1	2.78	157	74.38	0.72	
171.712	15.2	0	158	74.56	0	
171.823	15.12	0	157	74.56	0	
171.934	15.37	0	160	74.59	0	
172.045	15.35	0	160	74.59	0	
172.156	15.31	0	159	74.63	0	
172.267	15.52	0	162	74.63	0	
172.379	15.68	8.44	163	73.56	2.56	
172.489	15.66	11.59	163	73.44	3.56	
172.601	15.93	12.75	166	73.22	4.03	
172.712	16.25	16.97	169	72.72	5.66	
172.824	16.29	15.75	170	72.91	5.22	
172.935	16.59	15.38	173	72.88	5.19	
173.045	16.94	15.56	176	72.84	5.31	
173.156	17.07	15.72	178	72.78	5.44	
173.268	17.3	15.44	180	72.81	5.41	
173.38	17.63	15.63	184	72.75	5.56	
173.491	17.82	15.63	186	72.72	5.63	
173.604	18.09	15.56	188	72.69	5.72	
173.715	18.34	15.34	191	72.72	5.66	
173.828	18.61	16.19	194	72.53	6.09	
173.939	18.89	16.38	197	72.5	6.28	
174.053	19.2	16.22	200	72.47	6.28	
174.164	19.34	16.38	201	72.44	6.38	
174.277	19.74	16.28	206	72.41	6.5	
174.389	19.93	15.91	208	72.44	6.38	
174.501	20.1	15.88	210	72.41	6.44	
174.614	20.46	15.91	213	72.34	6.53	
174.726	20.64	15.97	215	72.31	6.63	
174.838	20.96	15.94	219	72.28	6.72	
174.95	21.16	15.47	221	72.34	6.53	
175.062	21.41	15.47	223	72.31	6.63	
175.174	21.67	14.28	226	72.44	6.13	
175.286	21.83	15.25	228	72.28	6.63	
175.398	22.08	10.97	230	73	4.66	
175.51	22.25	10.97	232	72.94	4.69	
175.625	22.4	4.38	234	74	1.75	
175.737	22.5	0	234	74.47	0	
175.849	22.65	0	236	74.5	0	
175.96	22.71	0	237	74.53	0	
176.072	22.82	0	238	74.53	0	
176.184	22.9	0.03	239	74.56	0	
176.295	22.94	0	239	74.56	0	
176.407	23.23	0	242	74.56	0	
176.518	23.19	0	242	74.59	0	
176.63	23.42	0	244	74.59	0	
176.741	23.48	0.03	245	74.59	0	
176.853	23.69	0	247	74.59	0	
176.964	23.65	0	247	74.63	0	
177.077	23.92	0	249	74.59	0	
177.188	23.97	0	250	74.63	0	
177.304	24.07	0	251	74.63	0	
177.415	24.2	0	252	74.63	0	
177.527	24.24	0	253	74.63	0	
177.638	24.45	0	255	74.66	0	
177.75	24.53	0	256	74.66	0	
177.862	24.68	0	257	74.69	0	
177.974	24.8	0	259	74.69	0	
178.086	24.99	0	261	74.69	0	
178.197	24.99	0	261	74.69	0	
178.308	25.3	0	264	74.69	0	
178.42	25.28	0	264	74.69	0	
178.531	25.43	0	265	74.72	0	
178.642	25.47	0	266	74.72	0	
178.753	25.66	0	268	74.72	0	
178.865	25.7	0	268	74.72	0	
178.977	25.85	0.03	270	74.72	0	
179.089	25.93	0	270	74.72	0	
179.2	26	0	271	74.72	0	
179.312	26.04	0	272	74.72	0	
179.424	26.33	0	275	74.75	0	
179.536	26.16	0	273	74.72	0	
179.648	26.46	0	276	74.75	0	
179.76	26.37	0.03	275	74.75	0	
179.872	26.54	0	277	74.75	0	
179.983	26.64	0	278	74.75	0	
180.095	26.75	0.03	279	74.75	0	
180.206	26.83	0	280	74.75	0	
180.318	26.95	0	281	74.75	0	
180.429	26.98	0	281	74.75	0	
180.541	27.16	0	283	74.78	0	
180.652	27.18	0	283	74.78	0	
180.764	27.25	0	284	74.78	0	
180.877	27.4	0	286	74.78	0	
180.989	27.37	0	285	74.78	0	
181.1	27.69	0	289	74.78	0	
181.213	27.58	0	288	74.78	0	
181.324	27.84	0	290	74.78	0	
181.437	27.79	0.03	290	74.81	-0.09	
181.549	28.07	0	293	74.81	0	
181.662	28.07	0	293	74.81	0	
181.768	28.3	0	295	74.81	0	
181.88	28.3	0.03	295	74.81	-0.09	
181.992	28.46	0	297	74.81	0	
182.104	28.71	0	299	74.81	0	
182.215	28.61	0.03	298	74.81	0	
182.327	28.92	0	302	74.81	0	
182.438	28.86	0.03	301	74.81	0	
182.55	29.05	0.03	303	74.84	0	
182.662	29.09	0.03	303	74.84	-0.09	
182.774	29.21	0	305	74.84	0	
182.886	29.32	0	306	74.84	0	
182.997	29.45	0	307	74.84	0	
183.109	29.53	0	308	74.84	0	
183.22	29.45	0.03	307	74.84	-0.09	
183.332	29.72	0	310	74.84	0	
183.443	29.57	0	308	74.84	0	
183.556	29.78	0	311	74.84	0	
183.668	29.91	0	312	74.88	0	
183.78	29.82	0	311	74.88	0	
183.891	30.01	0	313	74.88	0	
184.004	29.89	0	312	74.88	0	
184.116	30.09	0	314	74.88	0	
184.227	30.03	0	313	74.88	0	
184.338	30.05	0	313	74.88	0	
184.453	30.22	0	315	74.88	0	
184.565	30.03	0	313	74.88	0	
184.677	30.18	0	315	74.91	0	
184.789	30.07	0	314	74.88	0	
184.901	30.01	0	313	74.88	0	
185.013	30.07	0	314	74.88	0	
185.125	29.91	0	312	74.91	0	
185.237	29.78	0	311	74.91	0	
185.349	29.61	0	309	74.91	0	
185.461	29.4	0.03	307	74.91	-0.09	
185.572	29.17	0	304	74.91	0	
185.685	28.88	0	301	74.91	0	
185.797	28.55	0.03	298	74.91	0	
185.908	27.96	0	292	74.91	0	
186.02	27.61	0	288	74.91	0	
186.132	26.93	0	281	74.91	0	
186.244	26.5	0	276	74.91	0	
186.357	25.81	0	269	74.91	0	
186.469	25.41	0	265	74.91	0	
186.581	24.74	0	258	74.91	0	
186.693	24.34	0	254	74.91	0	
186.804	23.71	0	247	74.91	0	
186.916	23.34	0.03	243	74.94	0	
187.028	22.67	0	236	74.94	0	
187.14	22.23	0	232	74.94	0	
187.251	21.67	0	226	74.97	0	
187.363	21.06	0	220	74.94	0	
187.475	20.6	0	215	74.94	0	
187.587	19.95	0	208	74.97	0	
187.703	19.49	0	203	74.97	0	
187.815	18.99	0	198	74.97	0	
187.926	18.4	0	192	74.97	0	
188.038	18.19	0	189	74.97	0	
188.15	17.84	0	186	74.97	0	
188.262	17.34	0	181	74.97	0	
188.375	17.23	0	179	74.97	0	
188.487	16.9	0	176	74.97	0	
188.598	16.65	0	173	74.97	0	
188.711	16.75	0	174	74.97	0	
188.823	16.38	0	171	75	0	
188.935	16.31	0	170	75	0	
189.045	16.21	0	169	75	0	
189.157	16.1	0	168	74.97	0	
189.268	15.85	0	165	75	0	
189.379	15.83	0	165	75	0	
189.491	15.66	0	163	75	0	
189.603	15.37	0	160	75	0	
189.715	15.29	0	159	75	0	
189.828	15.23	0	159	75	0	
189.939	14.93	0	155	75	0	
190.051	14.91	0	155	75	0	
190.163	14.72	0	153	75	0	
190.274	14.73	0	153	75	0	
190.386	14.33	0	149	75	0	
190.497	14.31	0	149	75	0	
190.61	14.66	0	153	75.03	0	
190.722	14.11	0	147	75.03	0	
190.834	14.03	0.03	146	75	0	
190.945	14.03	0	146	75.03	0	
191.057	13.97	0	145	75.03	0	
191.169	13.78	0	143	75.03	0	
191.281	13.8	0	144	75.03	0	
191.393	13.74	0	143	75.03	0	
191.504	13.63	0	142	75.03	0	
191.617	13.53	0	141	75.03	0	
191.729	13.57	0	141	75.03	0	
191.841	13.53	0	141	75.03	0	
191.953	13.51	0	141	75.03	0	
192.065	13.36	0	139	75.03	0	
192.177	13.32	0	139	75.03	0	
192.289	13.32	0	139	75.06	0	
192.4	13.2	0	137	75.06	0	
192.512	13.2	0	137	75.06	0	
192.624	13.24	4.22	138	74.69	1	
192.736	13.38	12.78	139	73.88	3.44	
192.848	13.38	17.38	139	73.44	4.88	
192.961	13.63	20.94	142	72.97	6.22	
193.073	13.84	21.25	144	72.91	6.38	
193.185	13.95	21.25	145	72.88	6.38	
193.293	13.95	21.25	145	72.88	6.38	
193.344	17.21	18.09	179	72.59	6.44	
193.456	17.48	18.16	182	72.59	6.53	
193.569	17.42	18.16	181	72.56	6.5	
193.681	17.54	18.06	183	72.56	6.53	
193.794	17.69	17.75	184	72.59	6.44	
193.906	17.69	17.69	184	72.59	6.44	
194.018	17.8	17.69	185	72.56	6.47	
194.13	17.94	17.75	187	72.56	6.53	
194.242	17.9	17.75	186	72.56	6.5	
194.354	18.09	17.78	188	72.5	6.63	
194.466	18.15	17.28	189	72.59	6.41	
194.578	18.09	17.22	188	72.59	6.38	
194.691	18.34	17.19	191	72.56	6.44	
194.804	18.36	17.28	191	72.56	6.47	
194.917	18.34	17.19	191	72.56	6.44	
195.03	18.59	17.28	194	72.5	6.53	
195.142	18.57	17.34	193	72.5	6.56	
195.254	18.59	16.81	194	72.56	6.38	
195.366	18.78	16.84	196	72.53	6.44	
195.478	18.72	16.88	195	72.53	6.41	
195.591	18.88	16.78	197	72.53	6.44	
195.703	18.95	16.78	197	72.5	6.44	
195.81	18.95	16.78	197	72.5	6.44	
195.857	19.83	15.91	207	72.5	6.34	
195.976	20.03	15.94	209	72.47	6.38	
196.089	20.01	16.03	209	72.47	6.41	
196.202	20.12	15.91	210	72.47	6.41	
196.315	20.22	15.97	211	72.44	6.47	
196.427	20.14	15.94	210	72.47	6.44	
196.539	20.35	15.94	212	72.44	6.5	
196.651	20.31	15.97	212	72.44	6.5	
196.763	20.37	15.88	212	72.44	6.5	
196.875	20.5	15.56	214	72.47	6.38	
196.989	20.39	15.53	213	72.47	6.31	
197.101	20.58	15.56	215	72.47	6.41	
197.213	20.6	15.56	215	72.44	6.41	
197.326	20.64	15.47	215	72.44	6.38	
197.439	20.77	15.59	217	72.44	6.44	
197.551	20.7	15.47	216	72.44	6.38	
197.663	20.83	15.53	217	72.44	6.44	
197.775	20.85	15.56	217	72.44	6.47	
197.888	20.95	15.19	218	72.47	6.34	
198.001	21	15.06	219	72.47	6.28	
198.113	20.96	15.03	219	72.47	6.28	
198.226	21.06	15.03	220	72.47	6.28	
198.334	21.06	15.03	220	72.47	6.28	
198.467	22.36	14.56	233	72.31	6.44	
198.58	22.38	14.63	233	72.31	6.47	
198.696	22.4	14.63	234	72.31	6.47	
198.808	22.48	14.63	234	72.31	6.5	
198.92	22.52	14.66	235	72.28	6.5	
199.033	22.59	14.44	236	72.31	6.44	
199.145	22.59	14.31	236	72.31	6.38	
199.258	22.71	14.22	237	72.34	6.34	
199.37	22.63	14.25	236	72.34	6.34	
199.485	22.82	14.22	238	72.31	6.38	
199.59	22.82	14.22	238	72.31	6.38	
199.707	23.25	14.16	242	72.28	6.44	
199.819	23.25	14.22	242	72.25	6.5	
199.932	23.3	14.16	243	72.28	6.44	
200.045	23.27	13.78	243	72.31	6.28	
200.158	23.42	13.81	244	72.31	6.34	
200.27	23.34	13.97	243	72.28	6.38	
200.383	23.46	13.81	245	72.28	6.34	
200.495	23.44	13.88	244	72.28	6.38	
200.608	23.55	13.75	246	72.28	6.38	
200.722	23.46	14	245	72.22	6.44	
200.834	23.51	13.78	245	72.28	6.34	
200.946	23.55	13.84	246	72.25	6.38	
201.058	23.51	13.69	245	72.28	6.31	
201.17	23.65	13.91	247	72.22	6.44	
201.283	23.63	13.75	246	72.28	6.34	
201.396	23.71	13.84	247	72.22	6.44	
201.508	23.65	13.75	247	72.28	6.38	
201.62	23.72	13.84	247	72.25	6.44	
201.732	23.76	13.69	248	72.25	6.38	
201.845	23.82	13.75	248	72.22	6.44	
201.958	23.8	13.75	248	72.22	6.41	
202.07	23.93	13.78	250	72.22	6.44	
202.182	23.8	13.78	248	72.22	6.44	
202.295	23.95	13.75	250	72.19	6.5	
202.402	23.95	13.75	250	72.19	6.5	
202.485	24.24	13.69	253	72.19	6.5	
202.597	24.13	13.53	252	72.19	6.44	
202.711	24.32	13.31	254	72.22	6.34	
202.822	24.2	13.41	252	72.22	6.34	
202.935	24.45	13.34	255	72.22	6.38	
203.048	24.28	13.38	253	72.22	6.34	
203.161	24.45	13.31	255	72.22	6.38	
203.274	24.24	13.31	253	72.22	6.34	
203.387	24.45	13.34	255	72.22	6.38	
203.5	24.3	13.41	253	72.22	6.34	
203.613	24.45	13.53	255	72.16	6.5	
203.726	24.43	13.44	255	72.19	6.44	
203.839	24.45	13.25	255	72.22	6.34	
203.952	24.45	13.31	255	72.22	6.34	
204.065	24.51	13.59	256	72.16	6.53	
204.177	24.51	13.38	256	72.19	6.38	
204.289	24.49	13.28	255	72.22	6.34	
204.402	24.59	13.31	256	72.19	6.38	
204.515	24.55	13.28	256	72.19	6.38	
204.627	24.7	13.25	258	72.19	6.38	
204.739	24.64	13.28	257	72.19	6.38	
204.851	24.82	13.28	259	72.19	6.44	
204.964	24.78	13.28	258	72.16	6.44	
205.076	24.88	13.25	259	72.19	6.44	
205.188	24.84	13.25	259	72.16	6.44	
205.3	24.99	13.38	261	72.13	6.5	
205.412	24.88	13.31	259	72.16	6.47	
205.525	25.03	13.31	261	72.13	6.5	
205.638	24.91	13.34	260	72.13	6.5	
205.75	25.01	13.31	261	72.13	6.5	
205.862	24.88	13.28	259	72.16	6.44	
205.975	25.05	13.31	261	72.13	6.5	
206.087	24.91	13.19	260	72.16	6.44	
206.2	25.07	13	261	72.19	6.34	
206.312	24.99	12.88	261	72.22	6.25	
206.425	25.11	13	262	72.19	6.38	
206.537	25.03	13.25	261	72.13	6.47	
206.65	25.22	12.97	263	72.16	6.38	
206.762	25.05	12.94	261	72.19	6.31	
206.875	25.3	12.97	264	72.16	6.38	
206.987	25.11	13.38	262	72.09	6.53	
207.1	25.26	13	263	72.16	6.44	
207.213	25.22	12.97	263	72.16	6.34	
207.326	25.34	12.91	264	72.16	6.38	
207.438	25.2	13.09	263	72.09	6.44	
207.55	25.3	12.94	264	72.16	6.38	
207.663	25.18	12.81	263	72.19	6.31	
207.776	25.41	12.91	265	72.13	6.44	
207.889	25.18	13.22	263	72.06	6.47	
208.002	25.34	12.91	264	72.13	6.38	
208.115	25.26	12.84	263	72.16	6.34	
208.227	25.26	13.03	263	72.13	6.44	
208.339	25.24	13.31	263	72.06	6.53	
208.452	25.47	12.88	266	72.13	6.38	
208.564	25.24	12.91	263	72.16	6.34	
208.676	25.41	13	265	72.13	6.44	
208.789	25.18	12.88	263	72.16	6.31	
208.901	25.41	12.84	265	72.13	6.38	
209.014	25.26	12.91	263	72.13	6.34	
209.127	25.35	13.19	264	72.06	6.53	
209.241	25.41	12.75	265	72.16	6.34	
209.353	25.49	12.91	266	72.09	6.38	
209.465	25.39	12.84	265	72.13	6.34	
209.578	25.55	12.97	266	72.09	6.47	
209.691	25.47	12.84	266	72.13	6.38	
209.803	25.64	12.94	267	72.09	6.47	
209.915	25.49	12.88	266	72.09	6.38	
210.029	25.7	12.91	268	72.06	6.47	
210.142	25.49	12.91	266	72.09	6.41	
210.253	25.6	12.84	267	72.09	6.41	
210.366	25.51	12.84	266	72.13	6.38	
210.478	25.62	12.91	267	72.09	6.44	
210.59	25.51	12.84	266	72.09	6.38	
210.702	25.68	12.84	268	72.09	6.44	
210.815	25.53	12.84	266	72.09	6.38	
210.927	25.72	12.91	268	72.06	6.47	
211.04	25.55	12.88	266	72.09	6.38	
211.152	25.72	12.88	268	72.06	6.44	
211.265	25.56	12.88	267	72.09	6.41	
211.377	25.74	12.84	268	72.06	6.44	
211.491	25.62	12.88	267	72.06	6.44	
211.603	25.85	12.94	270	72.03	6.5	
211.716	25.56	12.78	267	72.09	6.38	
211.828	25.83	12.84	269	72.06	6.47	
211.94	25.64	12.84	267	72.06	6.44	
212.052	25.81	12.84	269	72.06	6.47	
212.164	25.7	12.81	268	72.06	6.41	
212.278	25.83	12.91	269	72.03	6.47	
212.39	25.74	12.97	268	72.03	6.47	
212.503	26	12.88	271	72.03	6.5	
212.616	25.77	12.84	269	72.06	6.44	
212.728	25.96	12.88	271	72.03	6.5	
212.841	25.76	12.91	269	72.03	6.47	
212.954	25.95	12.88	271	72.03	6.5	
213.066	25.87	12.75	270	72.06	6.38	
213.179	25.98	12.81	271	72.03	6.47	
213.293	25.83	12.63	269	72.09	6.34	
213.406	25.98	12.66	271	72.06	6.38	
213.519	25.87	12.84	270	72.03	6.47	
213.632	26.06	12.78	272	72	6.5	
213.744	25.96	12.53	271	72.09	6.31	
213.857	26.06	12.5	272	72.09	6.34	
213.97	25.96	12.69	271	72.03	6.38	
214.084	26.04	12.53	272	72.06	6.34	
214.196	25.96	12.69	271	72.03	6.44	
214.309	26.08	12.78	272	72	6.47	
214.422	25.98	12.88	271	72	6.53	
214.535	26.04	12.63	272	72.06	6.38	
214.648	26.08	12.66	272	72.03	6.44	
214.761	26.06	12.69	272	72.03	6.44	
214.873	26.06	12.84	272	72	6.53	
214.985	26.16	12.66	273	72.03	6.44	
215.098	26.06	12.44	272	72.09	6.28	
215.21	26.18	12.5	273	72.03	6.34	
215.324	26.1	12.44	272	72.06	6.31	
215.436	26.1	12.75	272	72	6.47	
215.549	26.2	12.5	273	72.06	6.38	
215.661	26.02	12.69	271	72.03	6.41	
215.774	26.18	12.41	273	72.06	6.31	
215.886	26.2	12.59	273	72.03	6.41	
216	26.12	12.81	272	71.97	6.5	
216.112	26.37	12.59	275	72	6.44	
216.225	26.41	12.44	275	72.03	6.38	
216.338	26.29	12.91	274	71.94	6.59	
216.451	26.64	12.47	278	72	6.47	
216.564	26.33	12.5	275	72.03	6.38	
216.676	26.48	12.44	276	72.03	6.41	
216.788	26.33	12.44	275	72.03	6.34	
216.901	26.37	12.47	275	72.03	6.38	
217.014	26.31	12.41	274	72.03	6.34	
217.127	26.52	12.44	277	72.03	6.38	
217.239	26.39	12.41	275	72.03	6.38	
217.352	26.56	12.47	277	72	6.44	
217.465	26.45	12.59	276	72	6.5	
217.579	26.58	12.5	277	72	6.41	
217.692	26.5	12.44	276	72.03	6.38	
217.805	26.62	12.53	278	72	6.5	
217.919	26.54	12.59	277	72	6.5	
218.031	26.66	12.5	278	72	6.5	
218.144	26.58	12.38	277	72.03	6.38	
218.257	26.58	12.5	277	72	6.44	
218.371	26.73	12.44	279	71.97	6.47	
218.483	26.54	12.41	277	72	6.38	
218.596	26.71	12.53	279	71.97	6.53	
218.709	26.64	12.5	278	71.97	6.44	
218.821	26.71	12.34	279	72	6.44	
218.934	26.6	12.41	277	72	6.41	
219.046	26.75	12.44	279	71.97	6.47	
219.159	26.6	12.44	277	72	6.44	
219.268	26.6	12.44	277	72	6.44	
219.355	20.43	0	213	74.44	0	
219.469	20.29	0	212	74.47	0	
219.581	20.33	0.03	212	74.47	0	
219.693	20.24	0	211	74.47	0	
219.806	20.27	0	211	74.47	0	
219.918	20.12	0	210	74.47	0	
220.03	19.95	0	208	74.47	0	
220.143	19.89	0	207	74.5	0	
220.255	19.72	0	206	74.5	0	
220.367	19.63	0	205	74.5	0	
220.479	19.59	0	204	74.47	0	
220.591	19.47	0	203	74.5	0	
220.704	19.43	0	202	74.53	0	
220.816	19.39	0	202	74.53	0	
220.928	19.22	0	200	74.5	0	
221.04	19.2	0	200	74.53	0	
221.153	19.13	0	199	74.53	0	
221.265	18.66	0	194	74.53	0	
221.38	18.78	0	196	74.53	0	
221.493	18.57	0	193	74.53	0	
221.605	18.64	0	194	74.53	0	
221.717	18.47	0	193	74.53	0	
221.829	18.32	0	191	74.53	0	
221.941	18.4	0	192	74.56	0	
222.054	18.17	0	189	74.53	0	
222.166	18.03	0	188	74.56	0	
222.279	18.07	0	188	74.56	0	
222.398	17.9	0.06	186	74.56	0	
222.511	18.11	13.59	189	72.94	4.84	
222.624	18.15	17.59	189	72.41	6.56	
222.736	18.07	17.38	188	72.44	6.44	
222.849	18.4	17.25	192	72.38	6.5	
222.961	18.4	17.34	192	72.34	6.53	
223.074	18.38	17.19	191	72.38	6.44	
223.186	18.68	17.31	195	72.31	6.59	
223.299	18.63	17.31	194	72.31	6.56	
223.412	18.64	16.84	194	72.34	6.41	
223.524	18.8	16.88	196	72.31	6.44	
223.636	18.84	16.84	196	72.31	6.44	
223.748	18.82	11.5	196	73.13	4.19	
223.861	18.88	1.31	197	74.34	0.44	
223.975	18.68	0.03	195	74.44	0	
224.087	18.74	0	195	74.44	0	
224.199	18.59	0	194	74.44	0	
224.311	18.51	0	193	74.47	0	
224.424	18.57	0	193	74.47	0	
224.536	18.34	0	191	74.47	0	
224.648	18.3	0	191	74.5	0	
224.761	18.24	0	190	74.5	0	
224.873	18.05	0	188	74.5	0	
224.986	18.05	0	188	74.53	0	
225.097	17.98	0	187	74.53	0	
225.209	17.75	0	185	74.53	0	
225.322	17.8	0	185	74.53	0	
225.434	17.73	0	185	74.53	0	
225.541	17.52	0	182	74.53	0	
225.654	17.54	0	183	74.56	0	
225.766	17.46	0	182	74.56	0	
225.879	17.25	0.03	180	74.56	0	
225.992	17.34	0.03	181	74.56	0	
226.104	17.13	0	178	74.56	0	
226.216	17	0.03	177	74.56	0	
226.329	17.07	0.03	178	74.59	0	
226.442	16.94	0	176	74.59	0	
226.555	16.79	0	175	74.56	0	
226.669	16.9	0.03	176	74.59	0	
226.782	16.75	0	174	74.59	0	
226.894	16.57	0	173	74.59	0	
227.006	16.71	0	174	74.59	0	
227.119	16.57	0	173	74.59	0	
227.231	16.42	0	171	74.59	0	
227.344	16.4	0	171	74.63	0	
227.457	16.31	0	170	74.63	0	
227.568	16.12	0	168	74.63	0	
227.681	16.15	0.03	168	74.63	0	
227.794	16.06	0	167	74.63	0	
227.906	15.95	0	166	74.63	0	
228.018	15.93	0	166	74.63	0	
228.131	15.91	0	166	74.63	0	
228.244	15.73	0	164	74.66	0	
228.356	15.71	0	164	74.66	0	
228.469	15.75	0.03	164	74.66	0	
228.581	15.58	0	162	74.66	0	
228.694	15.52	0	162	74.66	0	
228.805	15.6	0.03	162	74.66	0	
228.917	15.45	0	161	74.66	0	
229.029	15.27	0.03	159	74.66	0	
229.14	15.37	0	160	74.69	0	
229.254	15.29	0	159	74.69	0	
229.365	15.14	0	158	74.69	0	
229.476	15.14	0	158	74.69	0	
229.587	15.18	0	158	74.69	0	
229.699	14.98	0.03	156	74.69	0	
229.81	14.91	0	155	74.69	0	
229.921	14.96	0	156	74.69	0	
230.033	14.79	0	154	74.69	0	
230.145	14.6	0	152	74.69	0	
230.257	14.52	0.03	151	74.69	0	
230.367	14.54	0	151	74.72	0	
230.478	14.35	0	149	74.69	0	
230.591	14.24	0	148	74.72	0	
230.702	14.28	0	149	74.72	0	
230.814	14.14	0	147	74.69	0	
230.926	14.03	0.03	146	74.72	0	
231.036	13.99	0	146	74.72	0	
231.146	14.05	0	146	74.72	0	
231.257	13.89	0	145	74.72	0	
