Time(s)	Vehicle Speed(Km/hour)	Motor Current(Amps)	Motor RPM(RPM)	Battery Voltage(Volts)	Battery Current(Amps)	
148.543	27.18	8.94	283	74.41	4.47	
148.654	27.23	9.19	284	74.34	4.63	
148.763	27.23	9.31	284	74.31	4.72	
148.874	27.19	9.44	284	74.31	4.75	
148.985	27.23	9.31	284	74.31	4.72	
149.095	27.19	8.94	284	74.41	4.47	
149.205	27.21	9.22	284	74.31	4.66	
149.315	27.19	9.44	284	74.31	4.72	
149.426	27.31	9.41	285	74.31	4.75	
149.537	27.08	9.31	282	74.34	4.66	
149.648	27.35	9.38	285	74.31	4.75	
149.758	27.1	9.41	283	74.31	4.72	
149.868	27.29	9.44	285	74.28	4.75	
149.979	27.18	9.38	283	74.34	4.69	
150.09	27.18	9.22	283	74.34	4.63	
150.2	27.12	9.16	283	74.31	4.63	
150.31	27.18	9.38	283	74.31	4.72	
150.421	27.12	9.28	283	74.34	4.66	
150.532	27.16	9.38	283	74.31	4.72	
150.643	27.08	9.25	282	74.31	4.63	
150.753	27.1	9.31	283	74.31	4.66	
150.863	26.91	9.31	281	74.34	4.63	
150.973	26.95	6.13	281	75	2.97	
151.084	26.68	0.03	278	75.88	0	
151.194	26.79	0	279	75.88	0	
151.304	26.83	0	280	75.94	0	
151.415	26.75	0	279	75.94	0	
151.525	26.73	0	279	75.94	0	
151.635	26.68	0	278	75.94	0	
151.745	26.6	0.03	277	75.94	0	
151.855	26.5	0	276	75.97	0	
151.965	26.41	0	275	75.97	0	
152.075	26.29	0.03	274	76	0	
152.185	26.25	0	274	76	0	
152.295	26.06	0.03	272	76	0	
152.405	26.04	0	272	76	0	
152.517	25.93	0	270	76	0	
152.627	25.96	0	271	76.03	0	
152.738	25.77	0.03	269	76.03	0	
152.847	25.76	0	269	76.03	0	
152.957	25.62	0.03	267	76.03	-0.09	
153.067	25.39	0.03	265	76.03	0	
153.179	25.32	0	264	76.03	0	
153.289	25.24	0	263	76.06	0	
153.399	25.18	0.03	263	76.09	0	
153.509	25.18	0.03	263	76.06	0	
153.62	25.05	0.03	261	76.09	-0.09	
153.73	24.86	0.03	259	76.09	0	
153.84	24.97	0.03	260	76.09	-0.09	
153.95	24.88	0.03	259	76.09	-0.09	
154.061	25.13	0	262	76.13	0	
154.172	25.34	0	264	76.09	0	
154.282	25.62	0	267	76.13	0	
154.392	25.53	0.03	266	76.13	0	
154.502	25.58	0	267	76.13	0	
154.613	25.56	0	267	76.13	0	
154.723	25.43	0.03	265	76.13	0	
154.833	25.35	0.03	264	76.13	-0.09	
154.943	25.41	0	265	76.16	0	
155.053	25.18	0	263	76.16	0	
155.163	25.32	0	264	76.16	0	
155.273	25.14	0	262	76.16	0	
155.383	25.11	0.03	262	76.16	0	
155.494	25.09	0	262	76.16	0	
155.604	25.09	0	262	76.16	0	
155.714	24.88	0	259	76.16	0	
155.824	25.07	0	261	76.16	0	
155.935	24.88	0	259	76.16	0	
156.045	25.07	0	261	76.16	0	
156.155	24.89	0	260	76.16	0	
