Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	26	0	0.0114948988	293.200042	293.200042	293.200042	293.200042	0	0	0	0.0427798	0	0	3
2	33	0	0.0229897977	293.200047	293.200044	293.200042	293.200047	2.50451222e-006	0	0	0.0409628	0	0	3
3	40	0	0.0344846965	293.20005	293.200046	293.200042	293.20005	4.25101791e-006	0	0	0.0398966	0	0	3
4	53	0	0.0459795953	293.200052	293.200048	293.200042	293.200052	5.72800133e-006	0	0	0.0389707	0	0	3
5	70	0	0.0574744941	293.200055	293.200049	293.200042	293.200055	7.10972688e-006	0	0	0.038597	0	0	3
6	79	0	0.068969393	293.200059	293.200051	293.200042	293.200059	8.74097037e-006	0	0	0.037872	0	0	3
7	88	0	0.0804642918	293.200064	293.200053	293.200042	293.200064	1.06096028e-005	0	0	0.0371066	0	0	3
8	96	0	0.0919591906	293.200069	293.200055	293.200042	293.200069	1.26620785e-005	0	0	0.0363379	0	0	3
9	104	0	0.103454089	293.200074	293.200057	293.200042	293.200074	1.48389539e-005	0	0	0.0356934	0	0	3
10	111	0	0.114948988	293.200079	293.200059	293.200042	293.200079	1.71110051e-005	0	0	0.0349916	0	0	3
11	118	0	0.126443887	293.200088	293.200062	293.200042	293.200088	1.97370426e-005	0	0	0.033848	0	0	3
12	126	0	0.137938786	293.200096	293.200065	293.200042	293.200096	2.2630841e-005	0	0	0.0325974	0	0	3
13	134	0	0.149433685	293.200105	293.200068	293.200042	293.200105	2.57292729e-005	0	0	0.0328245	0	0	3
14	141	0	0.160928584	293.200113	293.200071	293.200042	293.200113	2.89849431e-005	0	0	0.0409659	0	0	3
15	147	0	0.172423482	293.200121	293.200074	293.200042	293.200121	3.23556315e-005	0	0	0.0487027	0	0	3
16	154	0	0.183918381	293.200134	293.200078	293.200042	293.200134	3.60641082e-005	0	0	0.0593892	0	0	3
17	161	0	0.19541328	293.200145	293.200082	293.200042	293.200145	4.00349252e-005	0	0	0.0691234	0	0	3
18	167	0	0.206908179	293.200157	293.200086	293.200042	293.200157	4.42130029e-005	0	0	0.0775344	0	0	3
19	174	0	0.218403078	293.200169	293.20009	293.200042	293.200169	4.85573129e-005	0	0	0.0849049	0	0	3
20	180	0	0.229897977	293.20018	293.200095	293.200042	293.20018	5.30380537e-005	0	0	0.0941479	0	0	3
21	187	0	0.241392875	293.200197	293.2001	293.200042	293.200197	5.79115435e-005	0	0	0.105085	0	0	3
22	193	0	0.252887774	293.200214	293.200105	293.200042	293.200214	6.31217349e-005	0	0	0.119379	0	0	3
23	199	0	0.264382673	293.200231	293.200111	293.200042	293.200231	6.86155275e-005	0	0	0.126926	0	0	3
24	206	0	0.275877572	293.200248	293.200116	293.200042	293.200248	7.43537428e-005	0	0	0.138871	0	0	3
25	212	0	0.287372471	293.200265	293.200122	293.200042	293.200265	8.02998082e-005	0	0	0.143674	0	0	3
26	220	0	0.29886737	293.20029	293.200129	293.200042	293.20029	8.67455681e-005	0	0	0.157556	0	0	3
27	228	0	0.310362268	293.200314	293.200136	293.200042	293.200314	9.36116634e-005	0	0	0.162893	0	0	3
