Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	21	0	0.0116980678	0	0	0	0	0	0	0	0	0	0	3
2	27	0	0.0233961356	0	0	0	0	0	0	0	0	0	0	3
3	36	0	0.0350942034	0	0	0	0	0	0	0	0	0	0	3
4	47	0	0.0467922712	0	0	0	0	0	0	0	0	0	0	3
5	58	0	0.058490339	0	0	0	0	0	0	0	0	0	0	3
6	64	0	0.0701884068	0	0	0	0	0	0	0	0	0	0	3
7	71	0	0.0818864747	0	0	0	0	0	0	0	0	0	0	3
8	77	0	0.0935845425	0	0	0	0	0	0	0	0	0	0	3
9	82	0	0.10528261	0	0	0	0	0	0	0	0	0	0	3
10	88	0	0.116980678	0	0	0	0	0	0	0	0	0	0	3
11	93	0	0.128678746	0	0	0	0	0	0	0	0	0	0	3
12	99	0	0.140376814	0	0	0	0	0	0	0	0	0	0	3
13	105	0	0.152074882	0	0	0	0	0	0	0	0	0	0	3
14	111	0	0.163772949	0	0	0	0	0	0	0	0	0	0	3
15	116	0	0.175471017	0	0	0	0	0	0	0	0	0	0	3
16	122	0	0.187169085	0	0	0	0	0	0	0	0	0	0	3
17	127	0	0.198867153	0	0	0	0	0	0	0	0	0	0	3
18	133	0	0.210565221	0	0	0	0	0	0	0	0	0	0	3
19	138	0	0.222263288	0	0	0	0	0	0	0	0	0	0	3
20	144	0	0.233961356	0	0	0	0	0	0	0	0	0	0	3
21	149	0	0.245659424	0	0	0	0	0	0	0	0	0	0	3
22	155	0	0.257357492	0	0	0	0	0	0	0	0	0	0	3
23	161	0	0.26905556	0	0	0	0	0	0	0	0	0	0	3
24	166	0	0.280753627	0	0	0	0	0	0	0	0	0	0	3
25	172	0	0.292451695	0	0	0	0	0	0	0	0	0	0	3
26	177	0	0.304149763	0	0	0	0	0	0	0	0	0	0	3
27	183	0	0.315847831	0	0	0	0	0	0	0	0	0	0	3
28	188	0	0.327545899	0	0	0	0	0	0	0	0	0	0	3
29	194	0	0.339243966	0	0	0	0	0	0	0	0	0	0	3
30	199	0	0.350942034	0	0	0	0	0	0	0	0	0	0	3
31	205	0	0.362640102	0	0	0	0	0	0	0	0	0	0	3
