Iteration	CPUTime	PhysTime	Travels	CourFact
1	26	0	0.0114948988	0
2	33	0	0.0229897977	0
3	40	0	0.0344846965	0
4	53	0	0.0459795953	0
5	70	0	0.0574744941	0
6	79	0	0.068969393	0
7	88	0	0.0804642918	0
8	96	0	0.0919591906	0
9	104	0	0.103454089	0
10	111	0	0.114948988	0
11	118	0	0.126443887	0
12	126	0	0.137938786	0
13	134	0	0.149433685	0
14	141	0	0.160928584	0
15	147	0	0.172423482	0
16	154	0	0.183918381	0
17	161	0	0.19541328	0
18	167	0	0.206908179	0
19	174	0	0.218403078	0
20	180	0	0.229897977	0
21	187	0	0.241392875	0
22	193	0	0.252887774	0
23	199	0	0.264382673	0
24	206	0	0.275877572	0
25	212	0	0.287372471	0
26	220	0	0.29886737	0
27	228	0	0.310362268	0
28	234	0	0.321857167	0
29	240	0	0.333352066	0
30	246	0	0.344846965	0
31	253	0	0.356341864	0
32	259	0	0.367836763	0
33	265	0	0.379331661	0
34	271	0	0.39082656	0
35	277	0	0.402321459	0
36	282	0	0.413816358	0
37	288	0	0.425311257	0
38	294	0	0.436806156	0
39	300	0	0.448301054	0
40	305	0	0.459795953	0
41	311	0	0.471290852	0
42	317	0	0.482785751	0
43	323	0	0.49428065	0
44	328	0	0.505775548	0
45	334	0	0.517270447	0
46	340	0	0.528765346	0
47	346	0	0.540260245	0
48	352	0	0.551755144	0
49	357	0	0.563250043	0
50	363	0	0.574744941	0
51	369	0	0.58623984	0
52	375	0	0.597734739	0
53	380	0	0.609229638	0
54	386	0	0.620724537	0
55	392	0	0.632219436	0
56	398	0	0.643714334	0
57	403	0	0.655209233	0
58	409	0	0.666704132	0
59	415	0	0.678199031	0
60	421	0	0.68969393	0
61	427	0	0.701188829	0
62	432	0	0.712683727	0
63	438	0	0.724178626	0
64	444	0	0.735673525	0
65	450	0	0.747168424	0
66	456	0	0.758663323	0
67	461	0	0.770158222	0
68	467	0	0.78165312	0
69	473	0	0.793148019	0
70	479	0	0.804642918	0
71	485	0	0.816137817	0
72	491	0	0.827632716	0
73	496	0	0.839127615	0
74	502	0	0.850622513	0
75	508	0	0.862117412	0
76	514	0	0.873612311	0
77	520	0	0.88510721	0
78	526	0	0.896602109	0
79	532	0	0.908097008	0
80	537	0	0.919591906	0
81	543	0	0.931086805	0
82	549	0	0.942581704	0
83	555	0	0.954076603	0
84	561	0	0.965571502	0
85	567	0	0.9770664	0
86	572	0	0.988561299	0
87	578	0	1.0000562	0
88	584	0	1.0115511	0
89	590	0	1.023046	0
90	596	0	1.03454089	0
91	601	0	1.04603579	0
92	607	0	1.05753069	0
93	613	0	1.06902559	0
94	619	0	1.08052049	0
95	625	0	1.09201539	0
96	631	0	1.10351029	0
97	637	0	1.11500519	0
98	642	0	1.12650009	0
99	648	0	1.13799498	0
100	654	0	1.14948988	0
101	661	0	1.16098478	0
102	667	0	1.17247968	0
103	673	0	1.18397458	0
104	679	0	1.19546948	0
105	685	0	1.20696438	0
106	691	0	1.21845928	0
107	697	0	1.22995417	0
108	703	0	1.24144907	0
109	709	0	1.25294397	0
110	714	0	1.26443887	0
111	720	0	1.27593377	0
112	726	0	1.28742867	0
113	732	0	1.29892357	0
114	738	0	1.31041847	0
115	744	0	1.32191337	0
116	750	0	1.33340826	0
117	756	0	1.34490316	0
118	762	0	1.35639806	0
119	768	0	1.36789296	0
120	774	0	1.37938786	0
121	780	0	1.39088276	0
122	786	0	1.40237766	0
123	792	0	1.41387256	0
124	798	0	1.42536745	0
125	804	0	1.43686235	0
126	810	0	1.44835725	0
127	816	0	1.45985215	0
128	822	0	1.47134705	0
129	828	0	1.48284195	0
130	834	0	1.49433685	0
