Tijd,Spanning,Stroom
16:44:37,False,False
16:44:38,False,False
16:44:39,False,False
16:44:40,False,False
16:44:41,False,False
16:44:42,False,False
16:44:43,False,False
16:44:44,False,False
16:44:45,False,False
16:44:46,False,False
16:44:47,False,False
16:44:48,False,False
16:44:49,False,False
16:44:50,False,False
16:44:51,False,False
16:44:52,False,False
16:44:53,False,False
16:44:54,False,False
16:44:55,False,False
16:44:56,False,False
16:44:57,False,False
16:44:58,False,False
16:44:59,False,False
16:45:00,False,False
16:45:01,False,False
16:45:02,False,False
16:45:03,False,False
16:45:04,False,False
16:45:05,False,False
16:45:06,False,False
16:45:07,False,False
16:45:08,False,False
16:45:09,False,False
16:45:10,False,False
16:45:11,False,False
16:45:12,False,False
16:45:13,False,False
16:45:14,False,False
16:45:15,False,False
16:45:16,False,False
16:45:17,False,False
16:45:18,False,False
16:45:19,False,False
16:45:20,False,False
16:45:21,False,False
16:45:22,False,False
16:45:23,False,False
16:45:24,False,False
16:45:25,False,False
16:45:26,False,False
16:45:27,False,False
16:45:28,False,False
16:45:29,False,False
16:45:30,False,False
16:45:31,False,False
16:45:32,False,False
16:45:33,False,False
16:45:34,False,False
16:45:35,False,False
16:45:36,False,False
16:45:37,False,False
16:45:38,False,False
16:45:39,False,False
16:45:40,False,False
16:45:41,False,False
16:45:42,False,False
16:45:43,False,False
16:45:44,False,False
16:45:45,False,False
16:45:46,False,False
16:45:47,False,False
16:45:48,False,False
16:45:49,False,False
16:45:50,False,False
16:45:51,False,False
16:45:52,False,False
16:45:53,False,False
16:45:54,False,False
16:45:55,False,False
16:45:56,False,False
16:45:57,False,False
16:45:58,False,False
16:45:59,False,False
16:46:00,False,False
16:46:01,False,False
16:46:02,False,False
16:46:03,False,False
16:46:04,False,False
16:46:05,False,False
16:46:06,False,False
16:46:07,False,False
16:46:08,False,False
16:46:09,False,False
16:46:10,False,False
16:46:11,False,False
16:46:12,False,False
16:46:13,False,False
16:46:14,False,False
16:46:15,False,False
16:46:16,False,False
16:46:17,False,False
16:46:18,False,False
16:46:19,False,False
16:46:20,False,False
16:46:21,False,False
16:46:22,False,False
16:46:23,False,False
16:46:24,False,False
16:46:25,False,False
16:46:26,False,False
16:46:27,False,False
16:46:28,False,False
16:46:29,False,False
16:46:30,False,False
16:46:31,False,False
16:46:32,False,False
16:46:33,False,False
16:46:34,False,False
16:46:35,False,False
16:46:36,False,False
16:46:37,False,False
16:46:38,False,False
16:46:39,False,False
16:46:40,False,False
16:46:41,False,False
16:46:42,False,False
16:46:43,False,False
16:46:44,False,False
16:46:45,False,False
16:46:46,False,False
16:46:47,False,False
16:46:48,False,False
16:46:49,False,False
16:46:50,False,False
16:46:51,False,False
16:46:52,False,False
16:46:53,False,False
16:46:54,False,False
16:46:55,False,False
16:46:56,False,False
16:46:57,False,False
16:46:58,False,False
16:46:59,False,False
16:47:00,False,False
16:47:01,False,False
16:47:02,False,False
16:47:03,False,False
16:47:04,False,False
16:47:05,False,False
16:47:06,False,False
16:47:07,False,False
16:47:08,False,False
16:47:09,False,False
16:47:10,False,False
16:47:11,False,False
16:47:12,False,False
16:47:13,False,False
16:47:14,False,False
16:47:15,False,False
16:47:16,False,False
16:47:17,False,False
16:47:18,False,False
16:47:19,False,False
16:47:20,False,False
16:47:21,False,False
16:47:22,False,False
16:47:23,False,False
16:47:24,False,False
16:47:25,False,False
16:47:26,False,False
16:47:27,False,False
16:47:28,False,False
16:47:29,False,False
16:47:30,False,False
16:47:31,False,False
16:47:32,False,False
16:47:33,False,False
16:47:34,False,False
16:47:35,False,False
16:47:36,False,False
16:47:37,False,False
16:47:38,False,False
16:47:39,False,False
16:47:40,False,False
16:47:41,False,False
16:47:42,False,False
16:47:43,False,False
16:47:44,False,False
16:47:45,False,False
16:47:46,False,False
16:47:47,False,False
16:47:48,False,False
16:47:49,False,False
16:47:50,False,False
16:47:51,False,False
16:47:52,False,False
16:47:53,False,False
16:47:54,False,False
16:47:55,False,False
16:47:56,False,False
16:47:57,False,False
16:47:58,False,False
16:47:59,False,False
16:48:00,False,False
16:48:01,False,False
16:48:02,False,False
16:48:03,False,False
16:48:04,False,False
16:48:05,False,False
16:48:06,False,False
16:48:07,False,False
16:48:08,False,False
16:48:09,False,False
16:48:10,False,False
16:48:11,False,False
16:48:12,False,False
16:48:13,False,False
16:48:14,False,False
16:48:15,False,False
16:48:16,False,False
16:48:17,False,False
16:48:18,False,False
16:48:19,False,False
16:48:20,False,False
16:48:21,False,False
16:48:22,False,False
16:48:23,False,False
16:48:24,False,False
16:48:25,False,False
16:48:26,False,False
16:48:27,False,False
