Tijd,Spanning,Stroom
17:17:59,False,False
17:18:00,False,False
17:18:01,False,False
17:18:02,False,False
17:18:03,False,False
17:18:04,False,False
17:18:05,False,False
17:18:06,False,False
17:18:07,False,False
17:18:08,False,False
17:18:09,False,False
17:18:10,False,False
17:18:11,False,False
17:18:12,False,False
17:18:13,False,False
17:18:14,False,False
17:18:15,False,False
17:18:16,False,False
17:18:17,False,False
17:18:18,False,False
17:18:19,False,False
17:18:20,False,False
17:18:21,False,False
17:18:22,False,False
17:18:23,False,False
17:18:24,False,False
17:18:25,False,False
17:18:26,False,False
17:18:27,False,False
17:18:28,False,False
17:18:29,False,False
17:18:30,False,False
17:18:31,False,False
17:18:32,False,False
17:18:33,False,False
17:18:34,False,False
17:18:35,False,False
17:18:36,False,False
17:18:37,False,False
17:18:38,False,False
17:18:39,False,False
17:18:40,False,False
17:18:41,False,False
17:18:42,False,False
17:18:43,False,False
17:18:44,False,False
17:18:45,False,False
17:18:46,False,False
17:18:47,False,False
17:18:48,False,False
17:18:49,False,False
17:18:50,False,False
17:18:51,False,False
17:18:52,False,False
17:18:53,False,False
17:18:54,False,False
17:18:55,False,False
17:18:56,False,False
17:18:57,False,False
17:18:58,False,False
17:18:59,False,False
17:19:00,False,False
17:19:01,False,False
17:19:02,False,False
17:19:03,False,False
17:19:04,False,False
17:19:05,False,False
17:19:06,False,False
17:19:07,False,False
17:19:08,False,False
17:19:09,False,False
17:19:10,False,False
17:19:11,False,False
17:19:12,False,False
17:19:13,False,False
17:19:14,False,False
17:19:15,False,False
17:19:16,False,False
17:19:17,False,False
17:19:18,False,False
17:19:19,False,False
17:19:20,False,False
17:19:21,False,False
17:19:22,False,False
17:19:23,False,False
17:19:24,False,False
17:19:25,False,False
17:19:26,False,False
17:19:27,False,False
17:19:28,False,False
17:19:29,False,False
17:19:30,False,False
17:19:31,False,False
17:19:32,False,False
17:19:33,False,False
17:19:34,False,False
17:19:35,False,False
17:19:36,False,False
17:19:37,False,False
17:19:38,False,False
17:19:39,False,False
17:19:40,False,False
17:19:41,False,False
17:19:42,False,False
17:19:43,False,False
17:19:44,False,False
17:19:45,False,False
17:19:46,False,False
17:19:47,False,False
17:19:48,False,False
17:19:49,False,False
17:19:50,False,False
17:19:51,False,False
17:19:52,False,False
17:19:53,False,False
17:19:54,False,False
