Tijd,Spanning,Stroom
18:24:44,False,False
18:24:45,False,False
18:24:46,False,False
18:24:47,False,False
18:24:48,False,False
18:24:49,False,False
18:24:50,False,False
18:24:51,False,False
18:24:52,False,False
18:24:53,False,False
18:24:54,False,False
18:24:55,False,False
18:24:56,False,False
18:24:57,False,False
18:24:58,False,False
18:24:59,False,False
18:25:00,False,False
18:25:01,False,False
18:25:02,False,False
18:25:03,False,False
18:25:04,False,False
18:25:05,False,False
18:25:06,False,False
18:25:07,False,False
18:25:08,False,False
18:25:09,False,False
18:25:10,False,False
18:25:11,False,False
18:25:12,False,False
18:25:13,False,False
18:25:14,False,False
18:25:15,False,False
18:25:16,False,False
18:25:17,False,False
18:25:18,False,False
18:25:19,False,False
18:25:20,False,False
18:25:21,False,False
18:25:22,False,False
18:25:23,False,False
18:25:24,False,False
18:25:25,False,False
18:25:26,False,False
18:25:27,False,False
18:25:28,False,False
18:25:29,False,False
18:25:30,False,False
18:25:31,False,False
18:25:32,False,False
18:25:33,False,False
18:25:34,False,False
18:25:35,False,False
18:25:36,False,False
18:25:37,False,False
18:25:38,False,False
18:25:39,False,False
18:25:40,False,False
18:25:41,False,False
18:25:42,False,False
18:25:43,False,False
18:25:44,False,False
18:25:45,False,False
18:25:46,False,False
18:25:47,False,False
18:25:48,False,False
18:25:49,False,False
18:25:50,False,False
18:25:51,False,False
18:25:52,False,False
18:25:53,False,False
18:25:54,False,False
18:25:55,False,False
18:25:56,False,False
18:25:57,False,False
18:25:58,False,False
18:25:59,False,False
18:26:00,False,False
18:26:01,False,False
18:26:02,False,False
18:26:03,False,False
18:26:04,False,False
18:26:05,False,False
18:26:06,False,False
18:26:07,False,False
18:26:08,False,False
18:26:09,False,False
18:26:10,False,False
18:26:11,False,False
18:26:12,False,False
18:26:13,False,False
18:26:14,False,False
18:26:15,False,False
18:26:16,False,False
18:26:17,False,False
18:26:18,False,False
18:26:19,False,False
18:26:20,False,False
18:26:21,False,False
18:26:22,False,False
