Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	3	0	0.0223522461	101327.948	101327.948	101327.948	101327.948	0	0	0	2696.95	0	0	3
2	4	0	0.0447044923	101325.388	101326.668	101325.388	101327.948	1.28009511	0	0	1926.73	0	0	3
3	5	0	0.0670567384	101325.327	101326.221	101325.327	101327.948	1.72723369	0	0	1555.06	0	0	3
4	6	0	0.0894089845	101325.219	101325.971	101325.219	101327.948	1.97776258	0	0	1171.94	0	0	3
5	7	0	0.111761231	101325.28	101325.832	101325.219	101327.948	2.11591245	0	0	911.938	0	0	3
6	8	0	0.134113477	101325.234	101325.733	101325.219	101327.948	2.2156066	0	0	851.742	0	0	3
7	9	0	0.156465723	101325.249	101325.664	101325.219	101327.948	2.28472102	0	0	757.834	0	0	3
8	10	0	0.178817969	101325.22	101325.608	101325.219	101327.948	2.34010688	0	0	644.005	0	0	3
9	11	0	0.201170215	101325.217	101325.565	101325.217	101327.948	2.3836114	0	0	517.774	0	0	3
10	12	0	0.223522461	101325.205	101325.529	101325.205	101327.948	2.41960378	0	0	408.554	0	0	3
11	12	0	0.245874707	101325.19	101325.498	101325.19	101327.948	2.45041855	0	0	354.994	0	0	3
12	13	0	0.268226954	101325.172	101325.471	101325.172	101327.948	2.47759381	0	0	339.634	0	0	3
13	15	0	0.2905792	101325.165	101325.447	101325.165	101327.948	2.50110932	0	0	322.162	0	0	3
14	16	0	0.312931446	101325.146	101325.426	101325.146	101327.948	2.52263274	0	0	303.063	0	0	3
15	17	0	0.335283692	101325.133	101325.406	101325.133	101327.948	2.54217258	0	0	278.431	0	0	3
16	18	0	0.357635938	101325.116	101325.388	101325.116	101327.948	2.56029715	0	0	250.808	0	0	3
17	19	0	0.379988184	101325.101	101325.371	101325.101	101327.948	2.5771527	0	0	222.987	0	0	3
18	20	0	0.40234043	101325.089	101325.355	101325.089	101327.948	2.59284144	0	0	201.61	0	0	3
19	21	0	0.424692677	101325.069	101325.34	101325.069	101327.948	2.6079128	0	0	186.909	0	0	3
20	23	0	0.447044923	101325.054	101325.326	101325.054	101327.948	2.62222904	0	0	184.836	0	0	3
21	24	0	0.469397169	101325.041	101325.313	101325.041	101327.948	2.63579429	0	0	182.45	0	0	3
22	25	0	0.491749415	101325.018	101325.299	101325.018	101327.948	2.64919941	0	0	181.189	0	0	3
23	26	0	0.514101661	101324.989	101325.286	101324.989	101327.948	2.66267931	0	0	178.602	0	0	3
24	27	0	0.536453907	101324.956	101325.156	101324.956	101325.388	0.432205851	0	0	177.076	0	0	3
25	28	0	0.558806153	101324.934	101325.136	101324.934	101325.327	0.392534947	0	0	174.233	0	0	3
26	29	0	0.5811584	101324.911	101325.118	101324.911	101325.28	0.368992525	0	0	172.814	0	0	3
27	31	0	0.603510646	101324.887	101325.103	101324.887	101325.28	0.392990127	0	0	170.797	0	0	3
28	32	0	0.625862892	101324.864	101325.085	101324.864	101325.249	0.385166424	0	0	169.497	0	0	3
29	33	0	0.648215138	101324.848	101325.068	101324.848	101325.249	0.401149152	0	0	167.427	0	0	3
30	34	0	0.670567384	101324.834	101325.05	101324.834	101325.22	0.38699131	0	0	165.906	0	0	3
31	35	0	0.69291963	101324.823	101325.033	101324.823	101325.217	0.393392592	0	0	164.338	0	0	3
32	36	0	0.715271876	101324.813	101325.015	101324.813	101325.205	0.392098286	0	0	163.388	0	0	3
33	37	0	0.737624122	101324.802	101324.998	101324.802	101325.19	0.387615257	0	0	162.462	0	0	3
34	39	0	0.759976369	101324.794	101324.981	101324.794	101325.172	0.377393329	0	0	162.214	0	0	3
35	40	0	0.782328615	101324.789	101324.964	101324.789	101325.165	0.375901052	0	0	161.364	0	0	3
36	41	0	0.804680861	101324.787	101324.948	101324.787	101325.146	0.359121972	0	0	161.463	0	0	3
